year,nace_r2_code,nace_r2_name,valCOMP,valEMP,valEMPE,valGO_CP,valGO_PI,valGO_PYP,valGO_Q,valH_EMP,valH_EMPE,valII_CP,valII_PI,valII_PYP,valII_Q,valVA_CP,valVA_PI,valVA_PYP,valVA_Q
1999,A,"Agriculture, forestry and fishing",179290,308.3,202.02,1560679,43.8867623307099,1524385,3556149.77527725,1117013,416740,925822,38.5615142105675,861153,2400896.38322939,634857,44.0645640399583,663232,1440742.72339176
1999,B,Mining and quarrying,19851,22.06,22.06,71357,67.24386881845911,61817,106116.737858503,38230,38230,44453,57.8164546571493,38724,76886.4162695648,26904,82.19213011577421,23093,32733.060892939
1999,C,Manufacturing,1188945,997.5599999999999,942.48,8921557,63.1002917910034,8433682,14138693.7314797,1741901,1615828,6671281,71.51576605611091,6219689,9328405.983606109,2250276,42.2881109851207,2213993,5321297.04443826
1999,C10-C12,Manufacture of food products; beverages and tobacco products,204262,170.48,165.47,1473053,45.6152344035112,1420992,3229300.51607191,,,1167476,51.330240464926,1114540,2274440.93272413,305577,25.9945877031944,306452,1175540.86061711
1999,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",127291,178.47,166.81,417845,67.1862309525131,370558,621920.584137739,,,237154,74.90632804338679,214194,316600.754828934,180691,55.8478144267315,156364,323541.756924175
1999,C16-C18,"Manufacture of wood, paper, printing and reproduction",75026,76.12,69.75,464624,61.905055521554,429470,750542.901683091,,,327410,67.60392711889421,301270,484306.184497519,137214,49.414817878469,128200,277677.842175731
1999,C19,Manufacture of coke and refined petroleum products,48292,5.69,5.69,492041,24.9402294176557,418624,1972880.80939494,,,305018,29.3373536426352,255132,1039691.59493897,187023,9.79039499647638,163492,1910270.21961127
1999,C20,Manufacture of chemicals and chemical products,50852,27.88,27.88,371103,34.5924674099963,324236,1072785.57381183,,,275955,50.9893522637367,243621,541201.226822129,95148,5.73540804605738,80615,1658957.81496151
1999,C20-C21,Chemicals; basic pharmaceutical products,95840,62.91,62.91,596978,37.5810257242399,521504,1588509.06406992,,,387828,51.5007613050673,342557,753052.945572362,209150,17.8842324146877,178947,1169465.90242382
1999,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,44988,35.03,35.03,225875,41.7462859864,197268,541066.0964512751,,,111873,52.7758191281788,98936,211977.761497722,114002,31.71526821198,98332,359454.629984612
1999,C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,103046,75.55,70.3,581301,57.1415711213938,534072,1017299.64471061,,,386650,61.6569304339727,352945,627099.00943586,194651,47.1774108367799,181127,412593.647144893
1999,C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",143876,105.9,99.8,782277,48.5860004270816,753761,1610087.25378425,,,574830,56.464842223689,544906,1018031.71205681,207447,31.9174236121416,208855,649949.076469587
1999,C26,"Manufacture of computer, electronic and optical products",73089,66.94,65.13,1491305,140.351501020475,1548940,1062550.0897083,,,1305711,149.682143230124,1233815,872322.49072795,185594,93.1089103397812,315125,199330.009687273
1999,C26-C27,"Computer, electronic, optical products; electrical equipment",157893,126.61,123.41,1933670,116.403088963112,1962302,1661184.43868168,,,1605308,128.02778944654,1514543,1253874.65247951,328362,73.46658590596149,447759,446954.211837622
1999,C27,Manufacture of electrical equipment,84804,59.67,58.28,442365,68.2672148392335,413362,647990.4021890319,,,299597,77.015806188759,280728,389007.159472841,142768,47.5021526045899,132634,300550.590177265
1999,C28,Manufacture of machinery and equipment n.e.c.,76035,58.34,53.48,301489,65.1584689401483,280573,462701.172854345,,,187246,65.6187738972103,173908,285354.310785073,114243,66.4571985291827,106665,171904.628134202
1999,C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",97111,64.02,64.02,1634163,72.63955063445199,1519220,2249687.6504973,,,1347033,73.8591161227781,1271220,1823787.0566455,287130,67.58559720131321,248000,424839.036554997
1999,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",60273,73.47,60.84,244116,50.8325232746742,222606,480235.849558197,,,145328,51.6478561680265,134474,281382.444079001,98788,50.900624356779,88132,194080.134081584
1999,D,"Electricity, gas, steam and air conditioning supply",121774,60.75,60.75,798795,35.0733670371418,713559,2277497.33623834,101540,101540,469898,39.7723155673734,423941,1181470.05849836,328897,29.8793792355767,289618,1100749.10662263
1999,D-E,"Electricity, gas, steam; water supply, sewerage, waste management",190467,114.18,112.51,1018005,36.602818913605,912626,2781220.21804614,194574,190970,588967,40.8299218956108,530892,1442488.67657842,429038,31.9514810698237,381734,1342779.69482047
1999,E,"Water supply; sewerage, waste management and remediation activities",68693,53.43,51.76,219210,42.0539954155383,199067,521258.438904488,93034,89430,119069,46.2441587390803,106951,257479.005449777,100141,37.6557401753407,92116,265938.206323132
1999,F,Construction,231472,254.44,202.78,1210455,40.5543090783465,1104923,2984775.29887523,492020,376440,714424,46.4508599854179,642943,1538021.04035162,496031,31.9508238356462,461980,1552482.66070247
1999,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,535407,528.34,425.52,2158838,46.2997232268255,1982817,4662744.93569585,1008035,772657,1240249,48.9574434804993,1091219,2533320.59811092,918589,42.6563181054672,891598,2153465.27970089
1999,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,53970,70.56,55.97,266558,71.3210093956894,243822,373744.009315873,,,155688,64.8187202748997,135851,240189.870055624,110870,80.703554898604,107971,137379.3262754
1999,G46,"Wholesale trade, except of motor vehicles and motorcycles",275845,75.59999999999999,70.19,1119143,38.8769152091122,1031147,2878682.61661277,,,692086,42.8380511602575,613528,1615587.03361855,427057,33.5182424027641,417619,1274103.20287195
1999,G47,"Retail trade, except of motor vehicles and motorcycles",205592,382.18,299.36,773137,51.5106796513522,707848,1500925.6434451,,,392475,54.0356411139467,341840,726326.165303332,380662,48.9105022629841,366008,778282.74580629
1999,H,Transportation and storage,372439,291.05,261.17,1203382,45.5427874875482,1103642,2642310.81667765,515209,444888,601266,53.5195644831394,543036,1123450.84607222,602116,37.8008276283914,560606,1592864.59523908
1999,H49,Land transport and transport via pipelines,149118,193.39,164.1,798877,40.6550011734847,744196,1965015.31654371,,,380299,49.6962192582785,341039,765247.34814037,418578,31.3228583021818,403157,1336333.98319477
1999,H50,Water transport,3501,3.26,3.26,8344,41.1673460332274,6879,20268.4914234338,,,5563,43.8767033075673,5001,12678.7100685401,2781,24.7785967727099,1878,11223.3958424267
1999,H51,Air transport,18535,7.21,7.21,88664,53.1454147083678,81362,166832.831179394,,,72519,62.3459298448166,65813,116317.135987072,16145,41.7064123022091,15549,38711.0736905673
1999,H52,Warehousing and support activities for transportation,136143,35.25,34.92,214009,52.5434888976476,188432,407298.800460092,,,120383,56.2721436357899,110725,213930.005544404,93626,45.6953455497739,77707,204891.764956712
1999,H53,Postal and courier activities,65142,51.94,51.68,93488,68.64937114173649,82773,136181.873839719,,,22502,70.0929966010072,20458,32103.0646301069,70986,67.0006163780335,62315,105948.279041912
1999,I,Accommodation and food service activities,96840,136.65,112.39,492283,35.8939115047686,436791,1371494.43836624,258098,200960,280599,43.3785114913019,245408,646861.7533274851,211684,26.6361444500893,191383,794724.628396022
1999,J,Information and communication,181669,71.83,67.75,950594,80.0826780465345,850582,1187015.74820916,131002,121656,426016,76.1637806392672,389421,559341.981745536,524578,83.055717563321,461161,631597.697774468
1999,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",37383,27.66,26.23,273768,59.8456054407571,245564,457457.148246266,,,178815,85.4575405863516,165161,209244.261855762,94953,36.3499288479356,80403,261219.218329756
1999,J61,Telecommunications,85704,25.32,25.02,485785,140.507043059568,430088,345737.117102415,,,162144,81.9725751983312,146709,197802.740255135,323641,199.858411145153,283379,161935.141055908
1999,J62-J63,"Computer programming, consultancy, and information service activities",58582,18.85,16.5,191041,55.5639285973648,174930,343821.980955214,,,85057,62.6970042913644,77551,135663.579083818,105984,51.1074052107146,97379,207375.036089253
1999,K,Financial and insurance activities,200264,85.66,76.23999999999999,691373,42.9138623908662,600477,1611071.48478705,155254,136051,341409,58.4090121663088,303557,584514.251033559,349964,32.1572631360035,296920,1088289.1324423
1999,L,Real estate activities,108826,62.44,60.11,1108206,35.9442828501133,964307,3083121.74323018,111672,106916,274095,53.9917163373022,241134,507661.209152248,834111,30.2455272460517,723173,2757799.50276412
1999,L68A,Imputed rents of owner-occupied dwellings,0,,,707222,33.2507462179659,638093,2126935.72458195,,,76750,37.7462818898505,68514,203331.284983163,630472,32.174756966295,569579,1959523.73676189
1999,M,"Professional, scientific and technical activities",223531,101.37,78.81999999999999,754800,46.428002884052,682940,1625742.98507954,195460,146430,334128,55.2181475784627,302573,605105.4130803969,420672,40.6343303830836,380367,1035262.53794286
1999,M-N,"Professional, scientific and technical activities; administrative and support service activities",349834,167.95,140.41,1179531,45.230857981076,1063766,2607801.51571191,317236,256486,516760,52.4597437756276,469896,985060.091429732,662771,40.2681107511979,593870,1645895.44340688
1999,MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",3688693,3135.12,2676.77,20046386,52.9622614264792,18605961,37850321.077826,6258935,4765737,12619274,60.1468717765679,11584026,20980765.295455,7427112,42.5720566433667,7021935,17445978.8546702
1999,MARKTxAG,Non-agricultural market economy (Market economy less industry A),3509403,2826.82,2474.75,18485707,53.4660617553032,17081576,34574656.133461,5141922,4348997,11693452,61.7217941452353,10722873,18945418.1653964,6792255,41.6336348810529,6358703,16314345.4070379
1999,N,Administrative and support service activities,126303,66.58,61.59,424731,43.3820312696699,380826,979048.2086000131,121776,110056,182632,48.4484086168649,167323,376961.814048988,242099,39.5935344281473,213503,611460.945572696
1999,O,Public administration and defence; compulsory social security,535657,293.21,293.21,1152730,39.9001885633502,1017355,2889033.96576633,543024,543024,298205,50.9467249390898,275155,585327.124278399,854525,36.1132736999001,742200,2366235.21617306
1999,O-Q,"Public administration, defence, education, human health and social work activities",1219897,852.49,839.83,2446069,37.305683878157,2184100,6556826.5897203,1544097,1517827,704139,50.4694091687843,641309,1395179.79623093,1741930,32.5728040697939,1542791,5347804.86281611
1999,P,Education,374608,307.54,302.77,632585,34.9265747036099,560534,1811185.33772113,549602,540057,143109,46.6043888968597,127889,307071.93761668,489476,31.9353812526089,432645,1532707.55131509
1999,Q,Human health and social work activities,309632,251.73,243.85,660754,35.5524437411057,606211,1858533.2834267,451471,434746,262825,52.3058855011298,238265,502476.915325949,397929,26.6826141542715,367946,1491341.88164355
1999,Q86,Human health activities,237916,167.22,159.34,536076,35.4920771176397,491121,1510410.33248958,,,220573,54.9232129456931,199800,401602.506790886,315503,24.8872642100982,291321,1267728.73601744
1999,Q87-Q88,Residential care activities and social work activities without accommodation,71716,84.51000000000001,84.51000000000001,124678,35.1159548114804,115090,355046.589703548,,,42252,42.3969062000953,38465,99658.2151551073,82426,31.603475710901,76625,260813.085098639
1999,R,"Arts, entertainment and recreation",77623,57.01,49.37,255222,51.0086760910296,229940,500350.174830127,102843,87325,130726,45.8043636872508,122773,285400.755466419,124496,57.0296680106565,107167,218300.411597586
1999,R-S,"Arts, entertainment, recreation; other services and service activities, etc.",142215,157.1,111.44,588332,44.7914612378063,530453,1313491.41943915,290363,194831,268028,46.6654024610429,248088,574361.273801838,320304,43.2603560710899,282365,740409.994484658
1999,S,Other service activities,64592,100.09,62.07,333110,40.1815579110555,300513,829012.157112874,187520,107506,137302,47.3157632043835,125315,290182.363553802,195808,35.7559156254233,175198,547624.068842963
1999,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1790,8.94,8.94,1790,25.9616135764717,1624,6894.79486599488,16015,16015,0,,0,,1790,25.9616135764717,1624,6894.79486599488
1999,TOT,Total - all NACE activities,5019206,4058.98,3585.65,23602451,50.0370605357119,21755992,47169939.1357226,7930719,6406495,13597508,59.4164068708852,12466469,22885106.5153571,10004943,39.5212997430083,9289523,25315318.7396626
1999,TOT_IND,Total industries (A-S),5017416,4050.04,3576.71,23600661,50.0396548889635,21754368,47163916.4026394,7914704,6390480,13597508,59.4164068708852,12466469,22885106.5153571,10003153,39.5241784363197,9287899,25308946.057201
1999,U,Activities of extraterritorial organisations and bodies,0,0,0,0,,,,,,0,,,,0,,0,
2000,A,"Agriculture, forestry and fishing",196851,287.26,182.57,1679344,51.0152178393808,1444686,3291849.12095709,1040491,371353,1003558,44.3097988338564,873367,2264866.9739236,675786,52.121871448888,571319,1296549.76157695
2000,B,Mining and quarrying,18269,18.73,18.73,76154,73.4388295712166,69730,103697.186413014,32220,32220,47312,61.5169365973788,44466,76908.9012179711,28842,93.83254499680019,25264,30737.7360392213
2000,C,Manufacturing,1423696,999.75,955.38,11030183,68.3065786654992,10189469,16148053.6948211,1738152,1637873,8484503,77.4314362575042,7836297,10957439.7816723,2545680,45.7476114676709,2353172,5564618.3884354
2000,C10-C12,Manufacture of food products; beverages and tobacco products,212336,161.66,157.83,1762569,50.6132755901498,1588516,3482424.28384348,,,1392013,56.3754742999479,1267437,2469181.88677889,370556,30.0002505331863,321079,1235176.35157777
2000,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",132528,174.38,164.32,474973,69.7494867397742,457518,680969.885516232,,,291948,78.44054269320969,278794,372190.183769946,183025,57.1917942495274,178724,320019.68534413
2000,C16-C18,"Manufacture of wood, paper, printing and reproduction",87671,73.02,67.22,549707,66.015702620843,515478,832691.28128077,,,399978,72.8219034928581,371318,549255.074112732,149729,51.3237462966515,144160,291734.354570623
2000,C19,Manufacture of coke and refined petroleum products,56651,7.17,7.17,629975,41.8421332287288,375500,1505599.62264892,,,503984,47.8721627891077,308855,1052770.48421692,125991,18.5085401155534,66645,680718.193944023
2000,C20,Manufacture of chemicals and chemical products,54346,24.54,24.54,517733,42.2048302692337,424351,1226715.0387699,,,407941,58.3321106924507,356590,699342.086472443,109792,9.292984462931949,67761,1181450.3773028
2000,C20-C21,Chemicals; basic pharmaceutical products,108599,55.4,55.4,791152,45.7662265318628,649656,1728680.86349482,,,539474,58.9069002821805,471648,915807.821181847,251678,25.2857615706247,178008,995334.861863059
2000,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,54253,30.86,30.86,273419,50.6612270837997,225305,539700.705527192,,,131533,60.3327175632007,115058,218012.7223048,141886,40.8170067713861,110247,347614.906685089
2000,C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,125024,84.31,79.51000000000001,719350,61.6812086100155,666407,1166238.49663542,,,495757,67.0821525143691,455663,739029.654562453,223593,50.0538037677378,210744,446705.311423539
2000,C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",173281,102.43,97.95,997380,51.8357525487619,934851,1924115.98358057,,,735598,60.0237650492298,691983,1225511.26107581,261782,34.4030789895484,242868,760926.078969643
2000,C26,"Manufacture of computer, electronic and optical products",103286,85.88,84.95999999999999,1607710,139.128369748033,1621844,1155558.71380627,,,1401975,150.925524753262,1390425,928918.420056514,205735,82.7752330999394,231419,248546.566763036
2000,C26-C27,"Computer, electronic, optical products; electrical equipment",231193,150.48,148.91,2509125,117.502660514501,2485645,2135377.18125995,,,2101714,131.364540300335,2048329,1599909.68277657,407411,68.4427170067724,437316,595258.3676064271
2000,C27,Manufacture of electrical equipment,127907,64.59999999999999,63.95,901415,71.2398937536628,863801,1265323.33570985,,,699739,81.9131107376092,657904,854245.423838757,201676,46.5283327522173,205897,433447.725440773
2000,C28,Manufacture of machinery and equipment n.e.c.,91517,48.08,45.99,350335,66.8248215485023,341599,524258.788698332,,,231061,68.8600018868829,220185,335551.835127113,119274,65.2858475741656,121414,182695.031820646
2000,C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",130441,63.99,63.99,1953724,74.96981422777959,1892997,2606014.19401151,,,1609963,76.7197318660718,1549933,2098499.25285256,343761,67.7229102427554,343064,507599.272931088
2000,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",74455,78.83,67.09,291893,52.7463641076654,281302,553389.8021941209,,,183013,54.9062985087541,172152,333318.772109216,108880,50.7747135132029,109150,214437.448222505
2000,D,"Electricity, gas, steam and air conditioning supply",128679,54.35,54.35,671397,37.4392909803756,628969,1793295.17845817,90520,90520,332728,43.6384600629877,303250,762465.035474994,338669,31.0673294659923,325719,1090113.00881436
2000,D-E,"Electricity, gas, steam; water supply, sewerage, waste management",204209,107.49,105.84,921387,39.3095138031734,857944,2343928.76140233,182787,179236,468606,44.5909895330126,429081,1050898.40998723,452781,33.7334383014526,428863,1342231.98938041
2000,E,"Water supply; sewerage, waste management and remediation activities",75530,53.14,51.49,249990,45.9136513328111,228975,544478.586962981,92267,88716,135878,49.9365323421792,125831,272101.392761767,114112,41.6599300287799,103144,273913.086078561
2000,F,Construction,282460,254.99,204.48,1411041,43.5072592214672,1315270,3243231.18773653,485520,368327,834498,50.5150786935319,767358,1651978.0263291,576543,33.6204058802781,547912,1714860.320405
2000,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,652678,554.87,458.78,2530603,50.7091233478425,2310555,4990429.39993493,1045087,831307,1421530,54.172277339583,1284688,2624091.26920958,1109073,46.1160858963051,1025867,2404959.09061714
2000,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,71960,89.73,74.44,334067,78.90055682023279,301975,423402.588604209,,,192246,71.5947607193775,174051,268519.648740118,141821,89.4707706081339,127924,158510.985248077
2000,G46,"Wholesale trade, except of motor vehicles and motorcycles",332725,90.54000000000001,84.33,1309244,42.881114194953,1186988,3053194.919441,,,777127,47.249670981392,704568,1644724.68031799,532117,36.9711591406484,482420,1439275.94473216
2000,G47,"Retail trade, except of motor vehicles and motorcycles",247993,374.6,300.01,887292,55.6298186559845,821592,1594993.51505534,,,452157,60.1685757325942,406069,751483.63492849,435135,51.2189972689925,415523,849557.826590695
2000,H,Transportation and storage,421433,291.71,264.08,1353565,48.9302152667866,1259858,2766317.27986447,513777,447917,705561,58.6459675102244,643886,1203085.27585804,648004,39.76656001654,615972,1629519.8773303
2000,H49,Land transport and transport via pipelines,172894,186.19,159.42,885728,43.1271502682636,834956,2053759.62587491,,,444478,54.4836642892618,405422,815800.489556284,441250,32.1772228178391,429534,1371311.6340027
2000,H50,Water transport,3642,3.18,3.18,9065,45.1247873991785,8270,20088.7373048655,,,6398,48.0361306916181,5844,13319.1410462966,2667,27.2401144240797,2426,9790.70777192634
2000,H51,Air transport,20475,7.93,7.93,108726,59.0151192865226,97912,184234.144257385,,,97229,68.7298171487072,88198,141465.529858214,11497,49.3616041011425,9714,23291.3824608344
2000,H52,Warehousing and support activities for transportation,155134,36.94,36.38,248091,59.2776342003951,219907,418523.787844331,,,132811,61.3854820482709,121748,216355.717294137,115280,53.6655776340217,98159,214811.812492106
2000,H53,Postal and courier activities,69288,57.47,57.17,101955,70.83224509685721,98813,143938.681966928,,,24645,76.18602369373841,22674,32348.4529118765,77310,68.0310701767264,76139,113639.253063592
2000,I,Accommodation and food service activities,129864,137.34,113.48,557433,40.2493819739569,497112,1384947.97351344,258602,201548,319066,46.8885468491662,295181,680477.475717876,238367,31.4423136820718,201931,758108.9687299801
2000,J,Information and communication,239851,80.38,76.31999999999999,1139275,84.0972606704147,1084889,1354711.18906587,147318,137857,563764,82.2133675965303,522280,685732.7664361401,575511,84.9603882458056,562609,677387.4412331349
2000,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",54641,27.98,26.41,341030,64.370186064617,317059,529794.95764959,,,230713,92.9459778965183,212125,248222.682918959,110317,38.2146406380936,104934,288677.318844214
2000,J61,Telecommunications,103242,28.04,27.69,565309,145.051207188036,547599,389730.641308738,,,228101,89.0043144293342,210080,256280.834769086,337208,199.674255687635,337519,168879.056961414
2000,J62-J63,"Computer programming, consultancy, and information service activities",81968,24.36,22.22,232936,58.7693797501522,220231,396356.063293993,,,104950,65.75119260933,100075,159616.876645227,127986,54.4378338434911,120156,235104.872776459
2000,K,Financial and insurance activities,216116,89.12,79.83,812744,45.290319121725,770098,1794520.36497164,159930,141378,413471,60.6540287603339,398167,681687.611607424,399273,34.5212604598744,371931,1156600.29408281
2000,L,Real estate activities,127708,61.93,60.32,1380505,40.7377450778494,1218066,3388761.44804252,110304,107222,401485,57.8473927111396,374725,694041.65198043,979020,35.1115101535791,843341,2788316.41167733
2000,L68A,Imputed rents of owner-occupied dwellings,0,,,824600,36.7533207482611,746016,2243606.7903851,,,113224,41.6426485500968,102630,271894.32935273,711376,35.5748336327727,643386,1999660.79207369
2000,M,"Professional, scientific and technical activities",268243,112.99,89.33,884501,50.739382733358,809344,1743223.80831507,217414,165048,380735,59.1339559417703,355523,643851.732792768,503766,45.1063174241926,453821,1116841.34012192
2000,M-N,"Professional, scientific and technical activities; administrative and support service activities",435949,195.34,166.48,1400649,49.7309503215591,1273906,2816453.31718666,367962,302814,601164,56.2436967663506,560719,1068855.77329203,799485,45.1406861369058,713187,1771096.25134024
2000,MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",4378650,3162.5,2731.56,23564855,57.5969196334243,21668659,40913394.5877289,6244334,4841161,15166507,65.5130848951157,13924210,23150347.788203,8398348,46.1666087240946,7744449,18191390.340562
2000,MARKTxAG,Non-agricultural market economy (Market economy less industry A),4181799,2875.24,2548.99,21885511,57.8586651926586,20223973,37825813.8640518,5203843,4469808,14162949,66.98131474476141,13050843,21144626.7574311,7722562,44.822598594239,7173130,17229170.6465064
2000,N,Administrative and support service activities,167706,82.34999999999999,77.15000000000001,516148,48.1992687214571,464562,1070862.7198948,150548,137766,220429,52.0450411460599,205196,423535.067214925,295719,45.1430041237374,259366,655071.601325936
2000,O,Public administration and defence; compulsory social security,610451,285.34,285.34,1332437,44.3134516554751,1199737,3006845.43907645,526128,526128,356318,55.4244793220996,327531,642889.214942836,976119,40.4157419355895,872206,2415195.05334243
2000,O-Q,"Public administration, defence, education, human health and social work activities",1401758,851.92,836.12,2807777,40.4786833177313,2587684,6936433.62349704,1528740,1497042,813425,55.4413218935855,740478,1467181.8279537,1994352,35.1675107931663,1847206,5671007.00339456
2000,P,Education,421454,308.7,303.09,709147,36.8463441203287,672199,1924606.13645725,545236,533799,158531,51.9892223417474,142111,304930.508400198,550616,33.1720995076034,530088,1659876.84883736
2000,Q,Human health and social work activities,369853,257.87,247.69,766193,38.0581343256691,715748,2013217.44635082,457376,437115,298576,57.663242956569,270836,517792.591417174,467617,28.0442963619277,444912,1667422.82981586
2000,Q86,Human health activities,288352,172.98,162.8,625551,38.0279810306604,583836,1644975.57599927,,,250988,60.3803147155268,228304,415678.522350362,374563,26.219435506022,355532,1428570.03887048
2000,Q87-Q88,Residential care activities and social work activities without accommodation,81501,84.89,84.89,140642,37.4399456955866,131912,375646.912374071,,,47588,47.4368468976332,42532,100318.640702855,93054,32.9025489908501,89380,282816.993983893
2000,R,"Arts, entertainment and recreation",84963,57.91,48.38,304907,56.0285256292128,277589,544199.5779396771,106971,87204,162465,51.9237356539248,143318,312891.586003827,142442,60.5001822491374,134271,235440.613076882
2000,R-S,"Arts, entertainment, recreation; other services and service activities, etc.",157274,145.52,105.59,652477,49.1065968358143,595142,1328695.21009881,272488,189331,303474,52.7007157876694,268720,575844.171116562,349003,46.2529916791104,326422,754552.272902215
2000,S,Other service activities,72311,87.61,57.21,347570,43.9797579715688,317553,790295.390494624,165517,102127,141009,53.204482015334,125402,265032.18273859,206561,38.437362738175,192151,537396.390608373
2000,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2277,9.4,9.4,2277,28.640791721718,2064,7950.19921978404,16927,16927,0,,0,,2277,28.640791721718,2064,7950.19921978404
2000,TOT,Total - all NACE activities,5910393,4085.74,3637.4,27755414,54.5130140467932,25476473,50915207.1029776,7900305,6462352,16381417,64.7182797356276,15039413,25311885.7097525,11373997,43.0691348629861,10437060,26408696.2419459
2000,TOT_IND,Total industries (A-S),5908116,4076.34,3628,27753137,54.5157847456294,25474409,50908442.6272062,7883378,6445425,16381417,64.7182797356276,15039413,25311885.7097525,11371720,43.0721670049385,10434996,26401550.678182
2000,U,Activities of extraterritorial organisations and bodies,0,0,0,0,,,,,,0,,,,0,,0,
2001,A,"Agriculture, forestry and fishing",223664,272.85,178.61,1986085,54.16754686976,1870503,3666558.88031135,951328,353869,1210893,48.314816647854,1110517,2506256.01836737,775192,53.1647395770533,759986,1458094.22968487
2001,B,Mining and quarrying,20263,12.54,12.54,85147,76.39701919976029,81850,111453.301309257,21212,21212,55147,62.766646978402,54049,87860.35682131629,30000,101.254499834682,27801,29628.3128641007
2001,C,Manufacturing,1562162,1004.57,960.73,12112305,69.7787452211261,11856764,17358158.2208402,1716057,1620814,9159810,77.1407796034411,9194323,11874147.5612354,2952495,50.7314881795469,2662441,5819847.01404903
2001,C10-C12,Manufacture of food products; beverages and tobacco products,225554,165.37,160.17,2053726,57.0507599526758,1821988,3599822.33664124,,,1591642,58.1783487499782,1542319,2735797.82547643,462084,49.5680099237915,279669,932222.214913273
2001,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",148982,163.1,154.47,539734,69.77249715693139,539556,773562.6815621021,,,329495,77.6872362099826,332690,424130.160982173,210239,58.1243202422167,206866,361705.735437229
2001,C16-C18,"Manufacture of wood, paper, printing and reproduction",101051,72.38,67.14,650604,67.689088110589,634520,961165.26039922,,,460639,72.7106211483116,461344,633523.6760808449,189965,56.2994610410415,173176,337418.860655732
2001,C19,Manufacture of coke and refined petroleum products,53700,7.06,7.06,616347,43.0778986766031,598666,1430773.13177942,,,471455,47.0719137959388,479470,1001563.2719838,144892,22.4985686971271,119196,644005.411857607
2001,C20,Manufacture of chemicals and chemical products,59819,22.22,22.22,528797,44.29239776587,503874,1193877.56516417,,,390439,58.7780202867519,387477,664260.208314641,138358,11.046322021378,116397,1252525.49882427
2001,C20-C21,Chemicals; basic pharmaceutical products,117286,49.4,49.4,855663,48.1462402401545,813365,1777216.65436789,,,535664,59.3581277234306,531592,902427.385337755,319999,28.7160885423314,281773,1114354.41330486
2001,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,57467,27.18,27.18,326866,53.505377060959,309491,610903.086670335,,,145225,60.7974111516207,144115,238867.078793582,181641,44.8314261256853,165376,405164.447570255
2001,C22-C23,Manufacture of rubber and plastic products and other non-metallic mineral products,140050,84,79.29000000000001,841577,63.428401320134,818395,1326814.14395488,,,570373,67.5916021157627,566074,843851.872342268,271204,53.7996908581749,252321,504099.550896937
2001,C24-C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",182155,106.43,101.14,1071429,52.9693166595779,1048500,2022735.17494258,,,782654,59.6471284907997,787596,1312140.28202669,288775,38.0781786987047,260904,758373.981815006
2001,C26,"Manufacture of computer, electronic and optical products",123511,97.09999999999999,96.11,1740752,135.665256485943,1785188,1283122.91966983,,,1493227,147.871302776146,1524069,1009815.27312335,247525,78.4659085438536,261119,315455.46925218
2001,C26-C27,"Computer, electronic, optical products; electrical equipment",250054,163.78,162.4,2715620,115.15239189331,2771046,2358283.62342316,,,2275839,129.594392549638,2306925,1756124.59399297,439781,64.8533604985669,464121,678115.978291854
2001,C27,Manufacture of electrical equipment,126543,66.68000000000001,66.29000000000001,974868,70.44573634726881,985858,1383856.63994524,,,782612,81.8875801176485,782856,955715.138822781,192256,44.0653350292622,203002,436297.601895753
2001,C28,Manufacture of machinery and equipment n.e.c.,104963,49.45,47.16,412125,67.04868321207481,410749,614665.315195602,,,269882,69.604580719623,266995,387735.975434035,142243,64.599627255534,143754,220191.672991139
2001,C29-C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",153413,68.09,68.09,2012726,73.25512701067851,2059838,2747556.49486022,,,1658831,74.72058370334641,1703213,2220045.55877915,353895,67.2044845996773,356625,526594.321953478
