year,nace_r2_code,nace_r2_name,valI_CT,valI_Cult,valI_GFCF,valI_IT,valI_OCon,valI_OIPP,valI_OMach,valI_RD,valI_Rstruc,valI_Soft_DB,valI_TraEq,valIp_CT,valIp_Cult,valIp_GFCF,valIp_IT,valIp_OCon,valIp_OIPP,valIp_OMach,valIp_RD,valIp_Rstruc,valIp_Soft_DB,valIp_TraEq,valIpyp_CT,valIpyp_Cult,valIpyp_GFCF,valIpyp_IT,valIpyp_OCon,valIpyp_OIPP,valIpyp_OMach,valIpyp_RD,valIpyp_Rstruc,valIpyp_Soft_DB,valIpyp_TraEq,valIq_CT,valIq_Cult,valIq_GFCF,valIq_IT,valIq_OCon,valIq_OIPP,valIq_OMach,valIq_RD,valIq_Rstruc,valIq_Soft_DB,valIq_TraEq,valK_CT,valK_Cult,valK_GFCF,valK_IT,valK_OCon,valK_OIPP,valK_OMach,valK_RD,valK_Rstruc,valK_Soft_DB,valK_TraEq,valKpyp_CT,valKpyp_Cult,valKpyp_GFCF,valKpyp_IT,valKpyp_OCon,valKpyp_OIPP,valKpyp_OMach,valKpyp_RD,valKpyp_Rstruc,valKpyp_Soft_DB,valKpyp_TraEq,valKq_CT,valKq_Cult,valKq_GFCF,valKq_IT,valKq_OCon,valKq_OIPP,valKq_OMach,valKq_RD,valKq_Rstruc,valKq_Soft_DB,valKq_TraEq
1995,L68A,Imputed rents of owner-occupied dwellings,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,
1995,M,"Professional, scientific and technical activities",,0,40562,,4633,0,9571,20964,0,1741,3008,,0,29.1903546735149,,16.2196196896726,0,,20.6470099368877,0,37.7865540693154,34.9205849125069,,0,0,,0,0,0,,0,0,0,,0,138956.859050441,,28564.1715936776,0,,101535.283143086,0,4607.4590363713,8613.830517262269,,0,386000,,205000,0,,37000,0,0,39000,,0,,,,0,,,0,,,,0,1813614.10844876,,1283193.91060107,0,,175038.475637287,0,0,119476.053321403
1995,M-N,"Professional, scientific and technical activities; administrative and support service activities",,0,66458,,13059,0,18105,21041,0,2370,11680,,0,30.7300562836285,,16.2455582545635,0,,20.612996053756,0,37.7138965624826,35.1804694235502,,0,0,,0,0,0,,0,0,0,,0,216263.84080333,,80385.04922618841,0,,102076.37912086,0,6284.15575164316,33200.239199143,,0,583000,,313000,0,,37000,0,0,66000,,0,,,,0,,,0,,,,0,2736656.79262884,,1982039.54299311,0,,175973.824123095,0,0,216804.222015532
1995,MARKT,"Market economy (all industries excluding L, O, P, Q, T and U)",,26949,913155,,342117,18317,380271,38161,0,26312,81028,,25.8081384565883,28.0151614845066,,15.948549400739,14.120324809561,,15.6111723288719,0,38.8442554328946,40.0195626988476,,0,0,,0,0,0,,0,0,0,,104420.549530648,3259502.8963335,,2145129.26162518,129720.812,,244446.728253864,0,67737.1717047205,202470.978030785,,143000,12657000,,6900000,27000,,79000,0,54000,1561000,,,,,,0,,,0,,,,506989.106556489,58777581.6603633,,44700605.2677645,95253.053,,498243.656271083,0,162187.508562424,5075785.72658309
1995,MARKTxAG,Non-agricultural market economy (Market economy less industry A),,0,843354,,317186,18317,364243,37894,0,26189,78945,,0,28.089146935878,,15.8048434515072,14.1126979949814,,15.6366467485138,0,38.8436116377652,40.0516969371492,,0,0,,0,0,0,,0,0,0,,0,3002419.41104588,,2006891.12152992,129790.916,,242340.961009441,0,67421.63999636441,197107.753321623,,0,10783000,,5677000,27000,,78000,0,54000,1483000,,0,,,,0,,,0,,,,0,49423583.2883599,,37073093.5614268,95253.053,,494698.523854874,0,162047.053458834,4841626.18656326
1995,N,Administrative and support service activities,,0,25896,,8426,0,8534,77,0,629,8672,,0,32.8755111859196,,16.2155689408628,0,,12.496298161604,0,37.537874180454,35.7374960090444,,0,0,,0,0,0,,0,0,0,,0,78769.8778387091,,51962.4074291141,0,,616.182480637263,0,1675.64097257143,24265.8299221784,,0,197000,,108000,0,,0,0,0,27000,,0,,,,0,,,0,,,,0,930822.568569204,,698868.057631105,0,,,0,,97573.062144503
1995,O,Public administration and defence; compulsory social security,,0,43044,,15665,0,10911,0,269,1647,14270,,0,27.6592727327084,,17.2014028079766,0,,0,18.5325265962282,37.7855551216601,80.0474537472615,,0,0,,0,0,0,0,0,0,0,,0,155622.313051993,,91068.154003904,0,,0,1451.50203132447,4358.80853065958,17826.9255697445,,0,5300000,,4809000,0,,0,0,4000,49000,,0,,,,0,,,0,,,,0,30274963.6211063,,29762087.2568945,0,,,0,9232.32078566746,141225.462564317
1995,O-Q,"Public administration, defence, education, human health and social work activities",,0,106007,,60407,0,24334,570,269,2291,17746,,0,25.2504261987115,,16.3690043732479,0,,9.91133535622833,18.5325265962282,37.768953566415,74.8728374593688,,0,0,,0,0,0,,0,0,0,,0,419822.616718483,,369032.829502593,0,,5750.99095644876,1451.50203132447,6065.82863348697,23701.5192720995,,0,6755000,,5922000,0,,2000,0,5000,98000,,0,,,,0,,,0,,,,0,38019976.0055875,,36644577.7785448,0,,27841.6309189903,0,12147.6763925064,292896.508440699
1995,P,Education,,0,28439,,18062,0,7512,559,0,426,1801,,0,23.4944333009404,,14.4791522097585,0,,9.71104854894171,0,37.6301878599216,25.9531865624084,,0,0,,0,0,0,,0,0,0,,0,121045.694678925,,124744.872754544,0,,5756.32999034814,0,1132.0698200758,6939.41761513262,,0,972000,,777000,0,,2000,0,1000,38000,,0,,,,0,,,0,,,,0,5320655.78761966,,4813176.24729767,0,,28547.262584614,0,3069.24482200153,106614.239962666
1995,Q,Human health and social work activities,,0,34524,,26680,0,5911,11,0,218,1675,,0,25.7659876513543,,16.677627954169,0,,12.4575100213842,0,37.5261384523703,44.0925447829763,,0,0,,0,0,0,,0,0,0,,0,133990.594372521,,159974.788221191,0,,88.30014971786299,0,580.928411476962,3798.82814259044,,0,483000,,336000,0,,,0,,11000,,0,,,,0,,,0,,,,0,2400192.71069921,,2070158.48501871,0,,,0,,39518.2304326689
1995,Q86,Human health activities,,0,30571,,23938,0,5215,11,0,200,1178,,0,26.9078352861758,,16.7390548245398,0,,12.453349543795,0,37.8493999736558,49.2980173802814,,0,0,,0,0,0,,0,0,0,,0,113613.747352267,,143006.879724812,0,,88.3296494755571,0,528.409961952383,2389.54842932727,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,
1995,Q87-Q88,Residential care activities and social work activities without accommodation,,0,3953,,2742,0,696,0,0,18,497,,0,22.7949340866157,,16.6221234473651,0,,0,0,35.3146484335758,38.3668839785627,,0,0,,0,0,0,0,0,0,0,,0,17341.5724080599,,16496.0873301339,0,,0,0,50.9703502609028,1295.38797124545,,0,,,,0,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,0,,
