year,nace_r2_code,valShare_E111,valShare_E112,valShare_E121,valShare_E122,valShare_E131,valShare_E132,valShare_E211,valShare_E212,valShare_E221,valShare_E222,valShare_E231,valShare_E232,valShare_E311,valShare_E312,valShare_E321,valShare_E322,valShare_E331,valShare_E332,valShare_W111,valShare_W112,valShare_W121,valShare_W122,valShare_W131,valShare_W132,valShare_W211,valShare_W212,valShare_W221,valShare_W222,valShare_W231,valShare_W232,valShare_W311,valShare_W312,valShare_W321,valShare_W322,valShare_W331,valShare_W332
2014,I,1.38357385928622,3.15342841441902,2.8304173713249,4.10296739063195,1.1716496600646,.517473880806517,10.8700710915034,12.1637743715129,18.6856859757161,21.5543163422022,4.4844189451389,7.06925511783107,1.35308791420763,1.82535489063675,1.12637845209219,4.79639337860776,.218897332815729,2.69285561120221,1.60768384997821,3.19830384720841,5.18677482026402,5.45447139491595,1.75731718790836,.875828233369164,10.5053874597161,11.2175158107512,18.7401459407121,19.9220366386093,4.67258567638394,6.81058244073371,1.27202502063377,1.63614759751974,.76823193761762,4.03089496877066,.165967179896473,2.1780999950112
2014,J,8.36263225826924,3.61379761395842,31.8403059226813,12.2441209520577,5.68042237940127,1.34201261926532,4.99307800737425,3.16093413900007,14.2600523871399,6.34869901275087,3.66515767590033,3.59830041737261,.133477919688903,.306344378125965,.0992761481293649,.214400857380247,.0818041630024627,.0551831485017553,7.43727635927261,2.79775257815934,43.5934658882898,13.354992689562,5.7570654149363,1.77251000733092,3.82389916219976,2.67375089084996,9.71708022499825,4.15828031704716,2.60187976853371,2.17689168246033,.0458267625279042,.059541278114974,.0451168220942575,.0643910085784999,-.150697850138777,.0709769951830463
2014,K,2.87150787511472,5.75920546154733,17.2456678842427,17.5802812697363,4.53816862774558,7.43531063384233,3.32061819892667,3.85876722049229,6.73530739587991,18.5469188731793,3.34569378845353,7.15617830645959,.0535776392627533,.0938028448107758,.523214159153085,.551256432343209,.0145831944355192,.369940194374388,2.87809714592331,3.81359851596478,28.3882064667794,19.4558746815366,7.52433667921289,9.667348222838029,2.02817535076864,1.9436603213803,5.17661807323431,11.5387659798876,2.14912701252815,4.44146195018724,.115117180868088,.133472090418087,.283326828961051,.264205702086035,.0283793943438762,.170228403081579
2014,L,.470865902946622,1.39705790399361,13.967601566546,7.29745062536347,2.33287065588353,5.35974895786396,4.09755243113232,3.00601161667018,21.4751689529469,19.8783997712771,7.06728536382106,8.36625641475975,.251344564036393,.720402508215532,.529918660477177,1.50781408481529,1.83007857758431,.444171441666661,1.18880304967714,2.54065177231868,9.644055576819881,10.8732868662649,2.85879189716164,8.65411110122831,3.27280056257245,3.25300023308301,17.8181355550644,18.7455052615278,8.977364883934291,6.81202310898886,.33732336024827,.319181285471161,1.66930025713204,.98478281471151,1.22623217753956,.824650236256123
2014,M,5.24597095071388,5.50347746663849,20.5422795846212,19.7958920795854,8.767877811110511,8.07273848851152,1.78704660906262,3.57339860591474,5.33102534913899,10.8673342662368,1.36878372225143,6.99164436223659,.220084142220734,.127501614251381,1.10572816755822,.43344265648663,.147581860668307,.118192262792525,4.5082645879404,4.32546541378183,27.682464918437,20.8594475233554,10.7226662355798,9.05506459344709,1.22424894935957,1.94723255708386,3.83233322526815,8.173120495821189,1.72482743765098,5.08498527127089,.0579685225830985,.0345829411700365,.505362400571179,.152586923881145,.0117587527035804,.0976192500947129
2014,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,MARKT,2.01955605815823,1.95909600959722,7.35501779511838,5.16580442271309,2.6264586699836,1.52699950105331,7.73928690336259,4.61919481155735,23.9948627405456,14.365885668354,10.7942687296131,6.63121089474101,1.41671662709701,.541173286437943,3.38492942898733,2.46540070832074,1.60808762265939,1.78605012170009,2.81542082711628,2.14343882732771,15.7628809078634,8.22257181625203,5.52708004081602,2.54293454430897,5.92985309261753,3.41221126818694,20.2838170056085,11.2381792047215,9.329520821045969,5.34200278343247,.901307245941684,.347455535679231,2.31316242550374,1.57375466758125,1.09987604958815,1.21453293640864
2014,N,2.16403642060745,2.49081443578589,7.56562678685687,5.31835399719791,2.37931442742491,1.65216489629257,5.45048680534734,4.12333935969383,18.7525670058312,7.79772939017351,12.0988701228287,7.24726557526084,3.588071080287,1.14068883044825,5.55613647772331,5.18262905051847,2.26575025618892,5.22615508153298,4.51748463066402,2.75190312797322,14.87554079519,8.298531303314199,3.68912976849136,1.73174619294244,4.46771598878802,3.6138131459636,16.9379443564002,6.60119007261442,10.5809627297819,6.30640155059033,2.24195413830429,.656547383103712,4.09688230983529,3.3864132752437,1.48115661072483,3.76468262007448
2014,NMARKT,2.0928858372982,2.056766103455,7.62131267265956,5.42774971587998,2.59000114421842,1.5691960463255,7.7983178795323,4.81008432755558,24.0273052609351,14.7498366695722,10.3254401860705,6.68353424052998,1.33003019207078,.551162005682868,3.00746988300586,2.40308620994693,1.27328949324474,1.68253213201648,2.8974986957488,2.2347584263041,16.2207880535061,8.579852713469441,5.41271851479828,2.59515794818614,5.93381805124787,3.52868286098187,20.1709700076437,11.4588507363798,8.86267842049709,5.3469700426224,.840314146761848,.351424843581913,2.04102395115885,1.52338322776419,.864871318813808,1.13623804053377
2014,O,1.9094936978101,3.39546121817059,9.43568874123241,11.6270623421209,2.07188875868972,4.39681101916546,5.90776246676954,2.91211455365665,15.3207568759712,12.2952561386418,6.43951035194168,6.50706287185628,2.21776284176926,1.25529912194761,4.94827460936745,4.33433097379754,2.62936487844418,2.39609853864775,2.16409089840628,3.53554450714712,16.6338883138708,17.2555190439078,3.98978498899296,7.8088114899337,4.77066346866058,1.802596292175,15.8425130413516,9.1709640723103,4.56658656517463,5.36294371298075,.88429017221787,.436847207144603,1.86910292193653,1.72376937656947,1.08986667201854,1.09221725520149
2014,P,1.23751459810861,4.92471721422571,9.775587287594069,31.1082006841123,5.14333950953354,19.0334685010266,.722105484421295,2.05495172521903,2.24689602740843,9.987985334188661,2.60264766621739,5.73291240683817,.0780211535920118,.214214466226108,.376354187983674,1.9750927257102,.185861219602663,2.60012980799155,1.71646396466681,4.10077270998,11.8761301330755,33.2109113301217,7.49816536697504,23.9149657248361,.569446406832032,1.15599585938771,1.54039186502403,6.04806106460216,1.72391290138195,3.67576250565244,.0627305557987251,.111077744573209,.355853529324154,.978319160584035,.127532691068421,1.33350648611601
2014,Q,.847206954974367,3.9828048512888,4.61830169762151,13.7418959708174,2.61213562415748,7.39336955688826,1.44451145754894,4.78107006332866,5.4056391714298,29.8447012061662,3.50785123848415,15.2075703046017,.051754471594487,.115012626579688,.63113852155923,2.93882475384759,.342950761440966,2.53326076767077,1.00000769647303,3.65294073838844,7.47363129220796,16.3604888048435,5.69477019332316,11.6394786327858,1.0796063377703,3.3668849476465,4.43079143623271,24.4881603578537,2.92316674084018,13.4905028086349,.0717149059701764,.105460689350124,.417628319667265,1.85901719449574,.212577842220379,1.73317106129616
2014,R,3.63446563967774,5.865329493602,12.7922708447761,12.4512127543508,6.78022562205958,5.8112234098803,5.67356228472856,4.08787240015384,14.7584660033647,10.0265000784935,7.0296290887548,6.98966555904357,.421981241934506,.31551037131999,.200232152058204,1.23020327559049,.281741035146284,1.64990874506508,2.52300970066351,4.44165205907806,17.345511162533,14.0101244296572,10.4944086523524,6.74769603269725,7.50508962308663,2.65918428182675,13.4741934300517,7.77719029873442,5.63131093806165,5.13849706651163,.243346070375243,.196210866099955,.0987669647260013,.867546435316942,.174506877536972,.671755110690482
2014,S,.223928020968159,1.63734862200791,4.38642591309889,5.43851714453906,3.31940148508076,2.90719155803329,3.36315094095229,13.0502274257965,14.3905773786052,28.0478916647974,7.74164898524576,9.683756964034499,.249889512524704,.604825045297093,1.4240011171362,1.99123892483726,.187262699133681,1.35271659791136,.569297589731361,1.7653723523547,7.31099678628213,7.67822424352859,4.45342032852267,3.79296827408548,3.2608338542262,12.3736365945028,12.6311517706819,25.3741456595314,7.26727756972636,9.28222921065316,.166972165613383,.448921581756578,.5620693947043121,1.54144417259512,.146419962713892,1.37461848878991
2014,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,TOT,1.90927142299966,2.48689976828028,7.53889778235583,8.396112715468311,2.76052285696907,3.59245053126409,6.56764468422159,4.24653153308264,20.1731743545349,14.8698962998562,9.242520742426199,7.1209289085574,1.3400912323091,.552682217102336,3.11219021231516,2.63842205431172,1.50701506027108,1.94474762367447,2.55813450060487,2.54161474238672,14.8707481000065,11.6000342763633,5.43913589232825,5.39351551479728,5.0929364340627,3.07928057517656,17.4992903385938,11.5197781268419,7.89993375567597,5.76657478111407,.775276786852791,.32457919466322,1.96270480005224,1.52578670761146,.9335233884488821,1.2171520844194
2014,TOT_IND,1.91275623908948,2.4763309474909,7.54223159214506,8.397315431855739,2.76108018721282,3.59369738846144,6.57727192112095,4.23657857869099,20.1916985392461,14.8880304097751,9.233156555329449,7.12070133674523,1.32699419115536,.5536909767053531,3.11205751181291,2.62719432543694,1.5066043297399,1.94260953798629,2.54787084431635,2.58877576480592,15.4447934933296,12.7714603146441,5.55180978444245,5.71831619367606,4.81525355060693,2.99030354471386,16.3092745270184,11.1283600919463,7.6251200813797,5.48105822980054,.806657672459385,.339672749146674,2.03205051673019,1.60240424850796,.984608595329386,1.26220979714621
2014,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,A,.7975933429515319,.483210555623879,3.82724353084015,1.86147330138773,2.8370590046129,.904817085252252,7.0345202272229,1.66228392678139,22.1926856283451,6.71421881744866,18.0753739008981,5.71673305653875,3.6515799812294,.780307150233566,10.2525561261046,3.09512793278452,6.71935168145147,3.39386475029312,1.07500258197264,.585654160372459,10.0657427746897,2.4313634566266,5.37389314488059,2.46194792023199,6.6772932403982,1.34483111253447,24.4712603293893,6.921136465157,15.7669908374015,5.43126014660611,1.80681377854243,.332247344994888,6.83325833929394,1.84561129158129,4.34888081194574,2.22681226338121
2015,B,2.91996766233344,1.43414248643327,4.56658543348053,5.48193514427848,4.2684903452332,1.32962595075283,3.01963401115571,.630210863980174,27.1619577931038,3.88050835078609,31.1267482390101,2.7585308532348,2.49517596429355,.0087389821781732,5.26382474662314,.0087389821781732,2.77825531674821,.866928874196379,2.09807748916038,2.59559966897936,17.0820691881657,10.4624804714836,14.022107160597,2.59822324973516,1.54464815879724,.8804875242369939,18.2938123944898,1.51546374456146,19.9113274871691,3.29613689044978,1.10004059024481,.0044721681802184,2.11938883270195,.004794301670668,1.77224990096186,.69862077841495
2015,C,1.87810342596764,1.15284103044072,5.7459214453088,3.4148077422535,2.04709079838308,.753394929566341,11.0848409476947,4.14920242441371,24.4835406706897,12.8729725078602,11.8141344381959,6.70562846453854,1.89649167457015,.777119519345512,3.43814522268521,3.58234955519306,1.51176072028072,2.69165448261255,2.60552283959961,1.50672289438632,12.8366070183103,4.9520962490517,4.04674886061399,1.19279774769186,8.67316326271215,2.80432764378613,25.2256894013952,10.0197155501247,11.3903018578496,4.94533027119667,1.19031802722188,.438995615784523,2.67569280102843,2.58907807101762,1.06799992807455,1.83889196015469
2015,D,1.50656866560372,1.8421946863703,14.8434261940014,5.70541134210804,3.06726537532064,1.09162639400491,3.95019808974283,1.06053524237565,27.8279473897807,7.7971658866836,23.6388435642308,4.87927848090333,.691662565981792,.0029107125987117,.746126054490884,.172061107590912,.562414118683076,.614364129528771,2.08203729945045,2.35082514265703,28.2005867066638,10.1602409251241,7.50754270352624,2.20567383938191,2.88318602103169,.539116030212542,20.8059082143311,5.04796910798201,13.8289936742306,2.81566283146533,.159119703794012,.0013045361512847,.678615331777662,.0771393377065054,.17927168455596,.476806909957791
2015,E,.62110943198705,1.14401415543545,5.16854990164591,3.5180795036071,1.77924052297335,1.57060056920136,5.72188365669384,.883211983543969,22.1327520443528,7.08300815064531,21.5331507247141,3.72875860187871,4.53611511551044,.737132114702589,11.2247345627667,2.71373004286666,5.2158484153872,.688080502087473,1.25187420096111,.636957032695556,9.3852143408565,3.81644263708963,7.38778205430225,1.08923099588475,5.01752088346031,.503523268560795,25.2850679538059,7.58262958227179,19.1182555417207,3.91670780912182,2.51490713171078,.222549462948318,5.85152312602412,2.0928813455768,3.31767622300684,1.00925641000205
2015,F,1.05089464905968,.406688211388922,3.80854203002763,1.43866833427083,2.53839466753659,.537163575555984,10.1724244625291,.23498634341176,43.1432697842873,2.5243591118499,19.9074858146351,1.07968479627571,3.28545034535398,.0526609352012115,7.36387489818506,.268215893941182,2.05794074305293,.129295403437059,1.78006301006435,.426934159563129,8.9195973961607,2.60833292220874,5.67427951157066,1.39239408262849,9.114346658733091,.49442907674441,38.7286736629948,2.17174514994844,17.6860684937918,1.2030190261415,2.27317418811559,.0400447996063933,5.47068355746052,.179833305013757,1.74258105075992,.093799948493748
2015,G,1.28514566057167,2.14380684303672,6.18310606309609,4.7828211804881,1.79582198566352,1.43298026050367,6.32296248015864,8.605702013959769,19.3936327043206,24.5870749711303,7.13954392862553,9.891582677579891,.82744783714786,.970663343032184,1.32894194353948,2.12445577158822,.362405071366437,.821905264191204,1.95831617528304,2.19517665745749,13.4880017577256,8.0924002403146,4.36311845292143,1.82136687104938,4.96117584955934,6.02742174230316,17.5620933609451,20.3066072677627,5.87481593209685,8.69274988814988,.5515187887513709,.506072526109382,.983377768605307,1.35796649235788,.509674765077908,.748145463529632
2015,H,1.38245287600596,.932091229569506,4.61666055890043,3.3159701793273,1.34745499093563,1.46285850824043,5.7895935704681,2.84410651384515,34.9376829412784,9.82505845386669,17.6121309089607,5.27643427734462,1.18614912605351,.0245412039808101,4.8157592820174,1.16329078393976,2.75277721861584,.714987376649742,1.8807221309375,1.30794190651623,8.32083499964458,6.3905928184415,3.4449911639305,1.75257474884059,6.18184740222121,2.34240653986907,29.885718635934,9.1476550262113,16.8960821503244,4.42559568933609,.582348578862214,.0349032853678961,3.96650720683239,.697419636214659,2.14695853868948,.5948995418263791
2015,I,1.59292926768077,2.31529709950804,3.23342630206422,3.12451970128586,1.26796153490409,.709985510101229,10.7472696456947,12.6741430671549,19.8744439477865,21.1366147990821,4.20591368084353,6.82033268401066,1.25724001956199,1.93838649654647,1.73457781945857,4.00150241734844,.265434761558971,3.10002124540897,1.69134798206915,2.93021428191267,5.51086983357543,5.8487122704424,1.90018414914484,.889212546286375,11.1731594689344,11.2422385675945,17.8524769583593,19.0607234602118,5.02343555707877,7.04502057642391,1.2935765706127,1.62157180210252,.913990494463702,3.6828776340563,.180733964866557,2.13965388186475
2015,J,7.54653320040235,4.51635853549929,35.5472671981681,10.5340674480046,4.25595339439993,1.92628538424191,5.17612107301573,2.14543190665797,14.9028792361201,7.13900606895192,3.10100692000112,2.47060468033751,.084947402897537,.233138509822862,.06534117574622,.145521045804487,.0727473618522409,.136789458076188,7.76581031836703,2.62895548045256,44.0282773228081,12.1312388592905,6.20078497249916,1.9528215915484,3.81402783239991,2.54288489076759,10.5060048854449,3.89341559170615,2.58025504264967,1.88251084012643,.0528401395707436,.0452223825807993,.0728593360921511,.0615603765340301,-.218294067363151,.058824204525007
2015,K,2.92532187145198,4.69607168471181,14.9678829697872,21.6889773954734,4.04068205160686,6.74506265076975,2.31557983664382,3.30325146840397,6.96274098970558,18.9104675923543,2.29765031591458,9.310323512848861,.0677027014203663,.151008847069063,.661151993998657,.378574572386891,.0304243621511601,.547125183301696,2.37599275365668,3.52743942336088,27.3467999389699,20.1345295189419,7.89105680571654,8.849035225683499,2.24809975449602,1.8758667980577,5.80322733335073,11.4986059559242,2.22824651116353,5.07391292783066,.144996682749562,.172284586766283,.330059409271671,.242045831529474,.0591181918962445,.198682350634576
2015,L,.72272210525299,2.42469817379534,9.2618009002338,8.378122552009749,2.9432902318475,7.65863532807098,3.20900105274761,2.11746108416997,22.0811320302104,21.5557065012546,7.37733649116475,5.89326485862914,.383321393256822,.7022112253237059,1.35615184518203,2.14153869822404,1.28912349758053,.504482031045964,1.85683424961268,2.38320129672489,10.6390255130414,13.496943263385,4.0461103967618,8.150090202227609,3.03075233090538,3.67493815810197,14.9509341431371,17.3273594132076,8.681237236662669,6.0295646329583,.515150589631874,.315835258569333,1.59495874659649,1.32316361910629,1.17979040691303,.804110542456584
2015,M,4.3358467905277,5.30275558122053,19.6149510302359,21.5070273029503,9.58626086803061,9.277391337285041,1.8393615230335,2.86824819423323,5.56244869686346,10.790463501969,1.29255940383727,5.92039759018951,.238444160571821,.0845526239352885,1.13053245205327,.354806219780634,.205958403354793,.0879943199281117,4.33153356176626,4.42340323689171,28.2611180553391,21.4354690249034,11.225295306032,8.519440405065231,1.09463082003548,2.0537399457408,3.46469139145252,7.90748776360346,1.73917200856853,4.81228035885614,.0522687812233896,.0229418429033731,.426350531099942,.135497580296929,.0164637254435919,.0782156607781454
2015,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MARKT,1.95120143597692,1.77566790572127,7.43980189206418,5.52892119863621,2.6986779154457,1.81267202936813,7.7081679768431,4.74524932855881,23.1672457388008,13.8417219085899,11.1783027371104,6.56476345898183,1.66403589485182,.636617741743624,3.58205518880441,2.32320834046527,1.68407436780483,1.69761494023273,2.68557841078,2.0584228538206,15.6919213075714,8.198110027138661,5.55538989585544,2.57373054386382,6.14113858986316,3.40806557931011,20.2894364031603,10.9460134343604,9.69744880324555,5.25383297636076,.959548185761505,.350515339229344,2.37987514642077,1.55934549545996,1.09553461634541,1.15609239145282
2015,N,1.35215660875443,2.91703906436809,7.18589301123887,6.10810028457908,3.73941444483055,2.41801042890061,6.57690895945588,2.80305452823698,20.3863370849086,9.01245987233526,11.2802190546545,5.00694747702478,3.24432801767918,.752026199063513,6.16802922525356,4.09839780657497,3.15814508415864,3.79253284798255,3.78051404831092,3.05130772643746,15.3602978614646,8.376036019225641,4.319126467049,2.00753463615508,4.36613505601705,3.12620449768661,17.2837556225385,7.56897118915795,10.3649117295134,5.81714168187721,1.98138381261812,.5970758300853291,3.78029137912965,3.39470279682699,1.46235972294342,3.36224992296316
2015,NMARKT,2.03157578072249,1.85943366801514,7.69163320698155,5.78437085668393,2.68933801466581,1.875952708276,7.75577754903641,4.95596093285568,23.2373569873696,14.3384938897065,10.7001167683325,6.6243748199088,1.52607595586652,.6266969976589351,3.11883477904611,2.26979999567267,1.33430417674498,1.57990291245641,2.76652635217383,2.14854756272232,16.1302487271146,8.540847594098,5.45985129403189,2.63337361873061,6.15147449491019,3.53191189348201,20.1791456452118,11.1778521645488,9.21861491771373,5.25172113166506,.896802609949418,.350452079404299,2.1036768812068,1.51043042787339,.870903312400865,1.07761929276231
2015,O,1.67769616817719,3.22694500507256,9.06417905414467,11.8494508011409,2.83956045120357,4.47155655699574,4.97555117318608,3.31511987350778,14.1040968101494,11.5012524787609,6.42896501763686,7.15354268104073,2.02917531173503,1.24395703267454,5.51818372947008,5.26458947725877,2.36873593387868,2.96744244396652,2.00485943886563,3.22025849597899,16.9410597489973,17.3559802268955,4.26053459371136,7.7359442656727,4.59205452469896,1.85966728031494,15.6001360869745,9.42892920706965,4.69134411501346,5.65101531053328,.749135729820831,.402637124957906,1.74119112618479,1.67092836414243,1.01333716565777,1.08098719451005
2015,P,1.39690254486221,5.59524036972898,10.6257663947675,30.0259805760712,4.80090719719239,18.9364688447716,.449543434893754,1.8715638119109,2.21860499070922,9.36206169756729,2.9832383123286,6.4191522654238,.0494253281298287,.224242623553814,.215315796698911,2.11083268575507,.126093735190277,2.58865939044456,1.55516468979351,3.94266416821439,11.6404800312182,32.1702743119294,8.33476090661382,24.0931903074519,.508390358224887,1.35359747655464,1.52015308378175,6.14076719540018,1.69022177443998,4.14048118828622,.0606753484780066,.111007799366409,.370141963337244,1.00929072376307,.108720429621392,1.25001824352502
2015,Q,.928276206110518,3.81518714609736,4.34979648232719,14.2001991442894,2.82042525625323,6.40168929774872,1.72185247958494,4.739510088581,5.33378287063,30.0939312587296,3.64887288909362,15.365338674579,.070512120139967,.173467333294739,.631125643232671,2.9665343822626,.40419128911534,2.33530743793019,.934345608963467,3.59949000996165,7.1092724313435,16.2886304919132,5.97274284608936,11.5805650550619,1.17359878371246,3.60336104998778,4.5193280315916,23.8059006847943,3.26080504965247,13.6476759407261,.0753733051185422,.10351369354595,.475087792734937,1.77758726680412,.258159774123447,1.81456218387521
2015,R,5.08925258542553,4.27447549045865,12.1665735205041,16.0595612605463,6.02802783696862,5.65510468496522,5.96194484164469,4.31638671350569,13.5033810967243,12.1480995887277,5.0598844216064,6.13077485471113,.767863883659189,.305917909140825,.302724790277877,.750396494951557,.323624192765823,1.15600583341637,3.51390612560771,4.24856959980302,16.8331970435169,14.5350932409752,10.323807577002,7.02849656081138,7.46944574620821,2.81137209973272,12.2523609785073,7.73411185112712,5.23789112058338,5.42636628099367,.411365125390879,.216330397346015,.146307122730894,.847547801846431,.221157431887918,.742673895929212
2015,S,.258650188097084,1.01103951181439,3.73231760842649,6.56959167260814,2.82849334681536,2.4790383652555,2.53631153065962,11.0291010920988,14.2180721017386,30.1489665406685,8.01948571349485,11.7520178590203,.279568003004445,.399698043852782,1.05731945969601,1.8143376295903,.425788336481759,1.44020299667709,.444994422363991,2.12898413607153,7.58383213452442,7.71150138132625,4.30371184541863,4.26425003038229,2.88237437429837,12.1180533688205,12.1948784197532,25.0567596422326,7.19466175897649,9.810379835810419,.232285531697372,.432592264145257,.745185817717527,1.41619215643525,.19408913642158,1.28527374360433
2015,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TOT,1.86438062593483,2.3626975619277,7.62741219581188,8.58272026394237,2.87574195365037,3.71657031838022,6.45233450906965,4.36207185396032,19.4784450701241,14.3551081685501,9.55655431254659,7.17013798010761,1.51247192398457,.641789165843166,3.31073810861776,2.66654696098539,1.54184145286138,1.92243757370204,2.43282559440176,2.41862547825109,14.8010561993306,11.3956583005158,5.54050190789659,5.32750571519283,5.2805330182815,3.13471153549376,17.5898936850924,11.3223037061284,8.244853965429209,5.78908953377451,.804601862466403,.320635866646951,2.00934024260835,1.4996993535816,.922992940694719,1.16517109421358
2015,TOT_IND,1.86751318248414,2.35775951540667,7.63383534172255,8.58456986443276,2.87540189743875,3.69372085687785,6.46165014451468,4.36423105310381,19.4920605248127,14.3591300207589,9.566917836368351,7.17494115820592,1.51006125888487,.641047118933892,3.30810344736097,2.6428736064576,1.54443207490173,1.92175109733391,2.41873226667295,2.47052768906049,15.3913159078801,12.6471972847519,5.73544556052563,5.74442260582333,4.9550551803598,3.02081342234246,16.3053056836606,10.870603754535,7.92858612247328,5.44360769803136,.831555306996632,.340028513932941,2.08445549463961,1.60818464260564,.982758194221077,1.22140467148724
2015,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,A,.736137110461487,.462447090209996,4.47152197137071,2.31538815934685,2.3873427162921,.861195108286859,7.31056722116046,1.37392671621058,23.274482128266,6.76658537874623,17.2056427887414,5.94478547035164,3.48839434420371,.7897580374388981,9.512677331104181,3.42729442941401,5.94409777359542,3.72775622479948,1.18048508238918,.555690447538459,8.660657632053271,1.70996070368892,5.96581868264951,2.39816477441221,6.11503055268935,1.0693677534131,27.1192434972616,7.91105144812443,14.3921367083115,5.09716828129331,1.60978790016835,.247403252432129,6.74227488612777,2.45683418210946,4.40740508701134,2.36151912832609
2016,B,2.0084249478233,.928648217494202,5.94230424404825,5.66235388484804,3.94494732030926,1.16136412942004,4.75737690770202,.92187331121517,29.3599793474533,2.66918734538731,28.4160861239982,3.99160434756948,1.78351724460505,.0092650635594995,3.5253239025615,.0092650635594995,3.89381398408766,1.01466461435827,2.00236441943126,2.16362807668838,19.2411376278994,7.926145361002,12.195690259975,2.09123061861738,1.87418735003532,1.27661024714095,21.130470816786,1.45721689840289,20.3511560628281,2.91353524457221,1.01162898301377,.0048760234347366,2.15886119440891,.0052272477711892,1.35416882842763,.8418647395648921
2016,C,1.78638065503916,1.21101567218246,5.62756304110835,3.19462177454757,2.1249843749824,.676940878907985,11.5140174707404,4.31589224762641,24.0941079491147,13.4769597978482,11.8460260587204,6.29534068765181,2.1978169954219,.868276282505088,3.22193606073881,3.55609515458516,1.53161539728814,2.46040950099109,2.44007501081422,1.38650655164932,13.0903283946794,5.01270071237771,3.89506358354498,1.2066522419862,9.0300014297594,2.91605467205474,24.8196415660521,9.816721574797819,11.6045554839634,4.83170401566872,1.24562220417281,.449691672875485,2.77808830633892,2.6229658726189,1.06868748386578,1.78493922278009
2016,D,2.29328347277266,2.66634124545485,12.9519050541428,6.9370533713377,3.25124736800798,1.28503455653115,5.63340950318361,1.75340351353757,30.54819598965,7.10846758206748,18.0480643063349,4.61504818713017,.479968600441453,.0029295534011461,.491361441668133,.388594953371553,.948145982513148,.59754531845362,2.921071980594,1.94810016883373,28.3325874036699,8.26215623901987,8.81298893334044,2.99354141473155,2.83314521461205,.684929684497452,19.3244194790499,4.65833368702989,15.1931812868926,2.62872944796172,.123906907044869,.0014286186478622,.52040558333248,.100089205902901,.134740016120659,.526244728718109
2016,E,1.10342247130277,.962020516507463,3.61689593289171,3.60089165611568,2.63190094991403,1.45380162032044,4.52786808021684,.7365349773416739,21.7279282460475,4.93310866757028,27.1371045156979,3.27438380245587,3.20201495754305,.706399107388367,11.6631320769119,2.69921561526799,5.13567171210653,.887705094400003,.950743552227776,.60069718607301,10.2353288778828,3.9441071676903,7.07026935345603,1.51614350083881,5.26060088894294,.555793805119057,24.8434177483886,7.03961650136648,20.0552907674092,3.61468013363817,2.36981296084787,.224361871809827,5.63448095647698,1.79347912097786,3.44995997678786,.841215630066536
2016,F,.68479161612116,.621879597458752,3.77402371333853,1.38190641398119,2.33304157784123,.347472708473761,11.4292728933851,.397822323047574,43.2824444590893,2.5736412171339,19.0979773397278,1.05857303017659,3.05270861007484,.0320741028467219,7.00261495079264,.204415479127971,2.60160739886838,.123732568514595,1.6209707579498,.43502180770303,8.460596878576769,2.67982028410324,5.52264371449105,1.38042929332296,9.247262744325351,.438138590635134,38.460643256289,2.25862989934438,18.1157655456626,1.10771011274723,2.53349992177875,.0293920944134228,5.59563560585762,.181385270313928,1.84563234313107,.0868218793547474
2016,G,1.13740331824456,2.06504557739801,5.99144986169625,4.41768143656548,1.98065485054146,1.88209469829358,5.68055034136572,8.409282471931171,20.0537385305514,25.5421710298606,7.649834034761,9.638981705353849,.85430517503934,.72025887676399,1.23741713426261,1.85767553981682,.31915535499362,.5623000625604609,1.75582458153011,2.1430891498311,12.6150433717854,8.39665970349566,4.494093122228,2.17313628560521,5.09135472982316,6.24435114713759,17.8566863348047,20.0110450038573,5.99679656469869,8.6522649324975,.54149229768254,.515980049631262,1.04432901207281,1.39005051692139,.436100231564621,.641702964832965
2016,H,1.58773012730434,.917534070097097,4.04156636181181,3.08658534735742,1.53018095619766,1.02305849578227,5.55918761305173,2.48609919844261,34.4976412350428,9.221489865583511,20.085258820353,4.88583947533595,1.79655694056952,.034825751124348,4.36534753801128,1.03204597171339,2.80666948039366,1.04238275182755,1.64526429319834,1.21988635041485,8.314726007533951,6.04130723862498,3.35675587433127,1.78027554386582,6.43436522129405,2.34228412462248,29.2813678684651,8.65994787149544,18.3241813461883,4.53806900052564,.726944927541868,.0244182347488559,3.92496341918996,.6397296401327059,2.10898584355596,.6365271942703919
