year,nace_r2_code,valShare_E111,valShare_E112,valShare_E121,valShare_E122,valShare_E131,valShare_E132,valShare_E211,valShare_E212,valShare_E221,valShare_E222,valShare_E231,valShare_E232,valShare_E311,valShare_E312,valShare_E321,valShare_E322,valShare_E331,valShare_E332,valShare_W111,valShare_W112,valShare_W121,valShare_W122,valShare_W131,valShare_W132,valShare_W211,valShare_W212,valShare_W221,valShare_W222,valShare_W231,valShare_W232,valShare_W311,valShare_W312,valShare_W321,valShare_W322,valShare_W331,valShare_W332
2010,N,1.64904347496745,2.31860109680676,4.03664232464255,5.42734964440247,3.20151103981703,1.96241364195444,6.53821505853278,5.09386864696159,22.4449371402093,11.3271310471853,8.828656710610341,7.1041173768626,2.29049399591422,1.14493856834136,5.81279407420222,4.91728531334651,1.53097444104503,4.37102640419812,3.05210141708348,3.09152913520719,9.325564441326,7.88481435715736,3.08658930083079,1.06704415530701,5.99261838685749,4.75787923376036,21.3402840303721,9.94442353767224,8.646570413365829,6.27078212211597,1.709226253434,.746009711873867,4.82267543454141,3.48274504559643,1.35019441013924,3.42894861335919
2010,NMARKT,2.01153991665339,1.93735690299627,5.71447816921159,4.57638952694371,2.5879535849277,1.50050385673786,8.02941047895604,5.35242684291736,25.8213413707202,15.7637895653945,9.373877224191011,6.43172096918333,1.19668824524324,.698864963657435,3.1913583157011,2.57517011262277,1.32602241812181,1.9111075358206,2.72338195191203,2.2871003899585,12.8032438621999,7.91257556323558,5.59544233296559,2.68915183288902,6.1283639995871,3.88983065223804,22.4291897920286,12.2458185007408,8.285875485345921,5.30129386356804,.807381304852883,.476891793242303,2.43460490427355,1.74177749472135,.977141193190844,1.27093508304991
2010,O,1.63562139368181,3.88155198464621,9.42066030962995,11.2655076208015,3.61171804552253,4.76664389012374,6.30408436976043,3.20901959273738,16.1548016862131,13.588426998114,4.26018041113693,7.98278506920201,1.47404408825709,.527074338460272,4.2862408380776,4.13837205380275,1.3569845221787,2.13628278765397,1.93260042321039,3.95007316372215,16.7320044189822,16.1681062289066,7.26608677808188,8.406794077279869,4.43032734991338,1.7957887557279,14.2763851630808,9.430228127894541,2.78378091636784,6.79664504783071,.650585340470031,.205347186620357,1.8101228362859,1.70130953820452,.613912945386044,1.04990170203483
2010,P,.895068903258225,5.03761827744239,9.01157371938179,31.5103545068375,6.20543912883025,14.2947152783815,.763372154652477,1.64233025362201,2.9156922470388,11.3092913818689,2.67103722737989,6.6757377427532,.0481480585615522,.144150655748265,.16804518883068,2.51520525095993,.128781968115368,4.06343805633733,1.21380330124367,4.34261834196324,11.160873792613,32.6536999575923,10.3089973105314,18.5059635446487,.630898718095403,1.03171009416194,2.07951918191516,7.22367401392981,1.91444409988526,4.72988981995023,.0374208815165334,.130691578855921,.151477509421047,1.39132459580099,.0958991634818274,2.39709409439356
2010,Q,.925466896121268,3.64906578619899,3.71747633716108,11.7678327532379,3.56909245746234,6.92722826008731,1.61786123739716,3.90169232051511,6.53032553253086,31.6466051109522,2.59204840751731,14.0503340822754,.0839966810685064,.178961672567681,.854190038830036,3.57067383721376,.368714090002349,4.04843449886073,1.08621909816874,3.3583308810795,5.94565156704115,14.2023796318079,7.85909887122258,11.1828611262692,1.22776760698726,2.81576769214638,5.34088227110136,25.9073952671053,2.18155324876925,12.4336313117529,.224997026428867,.161078543719832,.572488555476091,2.34401610380901,.292465626472558,2.86341557064212
2010,R,4.43043395806177,5.33265906538844,11.3454771604409,14.0597639390756,5.42904534683893,5.73726430787407,5.15211681567409,5.71009598578209,12.4158893340572,10.9627089353669,5.63364097802115,7.86083616523108,.7760960532548909,.237800436024907,.817469665335972,1.31451633721014,.408087536505481,2.37609797985641,3.25728552791674,3.99993257089489,15.9488745465134,16.4766678498922,9.798214088159479,7.70035126795716,4.63014189854192,3.77573598392684,10.2442214870912,8.910222885537619,4.51179429936107,7.07706227200078,.504729247204216,.11895784554405,.520325916868982,.8846332324244151,.517662698291755,1.1231863818733
2010,S,.255423321227964,2.53678594342158,4.99499780327617,6.24664186799692,1.59059561115749,2.77030888621862,2.29471529399635,13.4259769215453,11.0728432418959,30.1566294813246,7.70829847995278,9.857868997008531,.331280313183006,.5457217148760179,1.8752162643916,1.72638383304899,.465999101293033,2.14431292418515,.524146176024033,2.23741134554233,8.99432365369284,9.266329308056349,1.99142645119183,3.87574638300288,2.31107750822092,12.1562451921422,9.765978139106331,26.3716757378087,7.03717290261995,9.583360636340791,.20429692660062,.477785280734659,1.38062086435365,1.38322876972071,.264974295118038,2.17420042972313
2010,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TOT,1.79779174811285,2.39861720435023,6.08233504952017,7.75187378866437,3.0934364519102,3.1860117656072,6.76061137663797,4.55949710858303,21.8200698767852,15.930056043116,8.15778778252856,7.00210419013776,1.16125851847369,.591548176310742,3.1390307032163,2.84395475804442,1.38590903498216,2.33810642301916,2.36339218050372,2.63064254879337,12.4149736234461,10.908405148896,6.41643581674075,5.05757024382746,5.20146100046705,3.26960518312323,19.0949983142607,12.1950371240837,7.13460233033476,5.86094314883544,.726066462966384,.372523892267682,2.15358523418098,1.73758620739843,.967087165695903,1.49508437417837
2010,TOT_IND,1.79400984026513,2.40210199232169,6.0798797553753,7.7490770222682,3.09631478106695,3.18834883626721,6.76824469458147,4.54489898613063,21.8417500403609,15.9298558300685,8.157679940858429,7.00735318945852,1.16294561647332,.588834715498328,3.13306016485417,2.84445248003425,1.37965319702927,2.33153891708772,2.35066711442832,2.70235175822333,12.9764758064177,12.6200213560409,6.44046096178287,5.41578524228827,4.8693609531521,3.14816733086095,17.7862963039468,11.6934984966158,6.85970778949389,5.5101655432895,.749780596252512,.377863243032118,2.23149975415785,1.79535718562145,.996376102663181,1.47616446173246
2010,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,A,.728738186806006,.387083542312313,3.86502938712649,1.69788389641408,3.58677142614206,.883726684655109,6.19341179259375,1.22560061585897,27.2182634325745,8.163120451039569,15.000384169689,4.64269347452701,2.88360936042351,.404725061440771,9.171820669995929,4.06733880391217,6.18245761034215,3.69734143414657,.880602153306661,.434870532315828,8.68280218930988,2.13721917630765,5.80325659038532,2.24604924977947,5.67588562475979,.957446115510431,28.9764700079019,8.02500552747574,12.6328730802355,4.2065911479105,1.70058136043096,.203530367751906,7.28582447188457,2.69058966613791,4.76915445060074,2.6912482879952
2011,B,1.10193343277354,.39610713984912,3.32544170337263,5.3680155860271,3.28590020787044,.959694035712192,9.136405289177389,1.09044940695879,31.8037610001358,1.24730586741932,25.7901315489532,4.54603000852861,1.06070387177005,.0083874437936658,4.42115268352665,.0083874437936658,5.40385147259839,1.04634185773947,1.54109805107772,1.40965535193282,11.2125639824664,10.081613100909,14.8416363209984,5.50142875630124,4.00556598132603,1.18471274393343,20.7468002458382,.266382766834663,19.2209211986664,3.91738531360132,.603564935890364,.0048834865605059,2.11636102847134,.0052352495888283,2.6860470588458,.654144426757573
2011,C,1.45571784620737,.90080091547935,4.3840661229,2.26753972621474,1.62793409275519,.610716913244309,9.692440505123351,4.2199480671331,26.8330876325409,14.6170560128713,10.8430165702791,6.62412544188555,1.74265824050925,.804464923055377,4.02410464028858,4.62521085775874,1.39848662211291,3.32862486964095,2.22796596400079,1.16938965250743,11.1809566495253,4.33092754826532,4.13851484211105,1.23374279710508,8.11674196446595,3.00461040538031,26.5952073054904,11.1703673041944,10.5520509306775,5.2936712151088,1.21410149828728,.534271338238165,3.10646753514054,2.99759001803373,1.03391947134329,2.09950356012453
2011,D,3.58663554389674,2.99613910640511,12.5495095342412,4.97484929554859,3.82054544882342,1.44580774128884,8.104558182298129,1.59947269567292,30.5828116676118,5.97249328750014,15.7443188531208,5.6775149981293,.289383122448266,.0028132990826445,.631121857875756,.895075448557439,.620997218845515,.505952698653339,4.3585302803379,3.0106974048686,23.144791214988,6.87095323141973,7.18238344226592,2.5349016958751,5.32434168834768,.584119001495629,24.6971855652602,3.81037147519599,12.0807561244866,5.05387092347619,.352994327830281,.0015370862082876,.330232462240262,.228757375649853,.150980265904962,.282596434148809
2011,E,.589119988353931,1.94099834765387,5.36799921188243,2.50726229808749,1.31311049390398,1.11728740140046,4.97639873324126,.7457364040111319,31.9965246476598,9.68549679723508,18.7119160128104,3.80828768722248,2.57723036938595,.303672418570824,7.55154637522794,2.04014749238363,3.56624412794106,1.20102119302828,1.12117142427222,2.23372739507412,11.4939651672975,4.76796759127463,3.22296545580445,1.33713124125932,3.582067758205,.328800503471649,29.0956814506982,8.147950231529011,18.2653297752139,3.56464799847071,1.9350060735767,.109864333156533,5.21295237983189,1.17453556072146,3.20067865659514,1.20555700354766
2011,F,1.12070231684922,.315274783327056,3.6901195017493,1.3709816433438,2.74872306727714,.447576842443769,11.0366108344692,.268895715898447,44.2544952255754,2.24864669195418,17.8639587882209,1.68785116301049,2.65016677303964,.0752809143555565,7.75957622763504,.304729127251523,1.98856800963533,.167842373964097,1.94814523886039,.439776713938978,7.47919380488073,2.1678881232183,6.00168054488783,.991360783271225,8.814906685140549,.466153392138459,40.2418944177824,2.138367694486,17.7850792107356,1.66257784355784,1.87237972383601,.0806520873650373,5.88116526314063,.217355627716633,1.69048020385237,.120942641191079
2011,G,1.08181704798044,2.11460416019817,4.75818513766644,3.82330846639717,1.54417056736785,1.69806752253343,7.01887996219569,7.96832611471728,22.2431455836119,24.5259811933155,6.40551570712071,9.773769084825011,.878772407171001,.595749558250218,1.89860040494101,1.88524725145943,.584073300398025,1.20178652985082,1.6099229175064,2.70923863495954,11.7394637190062,7.69617464212051,3.33715533317772,2.75038887911233,5.37940569140307,6.10776261472927,19.0300781581706,19.74760298825,5.66246270591651,8.51380471585864,.665367690848637,.444271979652687,1.47932232266647,1.49496357710343,.617980441696582,1.01463298782142
2011,H,.7457795657285,1.3023296581815,4.17822864740407,2.70910918557713,2.29031432465194,.9637193126139471,5.88240077537839,2.31511967581426,36.828812823009,12.0334365281434,13.8933028549083,5.61158757131465,1.00224006266555,.0201985473743037,4.38037265544613,.990455221034271,3.57416507262104,1.27842751813354,1.03703116908706,1.43009343488013,10.5316835369364,4.51752122639972,6.55339825417145,1.6112388004441,4.21605313132607,1.65614721388393,31.6682394301895,10.4042531916058,13.0947251362319,5.19194465234977,.434247434921516,.0267480544685202,3.11836933244217,.804052314993406,2.86439460984823,.839859075820385
2011,I,1.34562804426441,3.39431170223263,3.36718220371125,3.75159788314688,.605459229379963,.726132440014718,9.3163222472848,13.4110790110648,17.0331895560162,19.6353062311635,5.62814224282423,9.84673914402914,.8652402817728519,1.89018135916618,1.34332070075409,4.68521003754179,.25926521633817,2.8956924692944,1.50903309129745,3.92093631052627,7.29758332159373,5.37754599203233,1.18177400780456,1.52746234971002,8.50275931661071,11.4319093489127,16.6231515571267,17.5476951207595,5.82436744472446,9.51182347268454,.722693512878372,1.78382746145773,.964350629452005,3.72188145458691,.267100554749131,2.28410505309277
2011,J,9.044653275798741,5.31233442237352,28.9398458184426,9.612656634013501,6.28988465436873,2.24985466827715,7.68735712546365,2.0743726638388,14.3151963251315,7.23355385713915,3.61110876022258,1.9877993647968,.379130056801949,.369174629035087,.357630368170445,.311196645473466,.0879782066514896,.136272524000808,8.06694904261159,3.74446738181929,39.7173757574904,10.2102072687893,7.30148832246271,3.09820480826199,4.86246185584705,1.59747072471327,9.688046153990291,4.54504826127783,2.70268137422693,1.2357015206898,.116999768931038,.0977182518573269,.168311408952168,.106501282429094,2.63218258857889,.10818422707103
2011,K,3.58540844438018,9.57944866466644,16.8151114796658,17.1163386831858,3.42449551206276,4.56814860257856,3.36813673517036,4.60855872128903,5.33647645022369,17.5086952717417,2.56395499493465,9.68549855748082,.0365852944497469,.0655397809086806,.248090937601913,.56752766087343,.0081027768621486,.913881431924311,3.12855250517361,6.35468823948702,30.0010689643347,20.209360098825,5.70162546533338,6.53423219620336,2.00975923263942,2.42961536337803,3.94321076543251,10.6357672421501,1.78877847304951,6.31119546539812,.134827042962336,.0427593450401217,.140893268962998,.230086578290815,.0238704027468933,.379709350591973
2011,L,1.2470477334866,1.21028708869457,10.7726645387717,7.92427946468245,2.25603524581078,8.00657819235084,3.06188636766666,2.13630938341515,19.0041174290823,12.0654606495305,7.70658248061965,15.3259966941298,.562456149715471,1.12505531843936,1.37407514849601,3.3825325699696,1.92591885823065,.9127166869079471,2.21722519768272,1.34281347354501,10.7971532220047,9.977068874163351,2.99305390214437,15.6647252024417,2.43985481759468,2.12047294019042,14.2014675690884,10.8022520132648,7.9257771489572,10.6570310849459,1.02159336919704,.617841940663317,2.0846239279983,2.08811227112496,2.21776354075111,.831169504241835
2011,M,5.34085009325529,5.5485302306371,19.787094728087,19.9165501222228,9.159570355349731,5.6337275652009,1.86737828157598,3.99960219182341,5.97150786147489,13.7438331343935,.973157934067859,6.39230641084113,.165577184497436,.1535150079121,.807651399561504,.303496053802313,.135702419546894,.0999490257501238,5.53650915561905,4.60518666243941,28.3965704960433,21.3078834589037,12.280395305839,6.29879583018918,1.6814944675557,2.30675150368834,3.62695408240898,7.73777871047517,1.26709881272183,4.45535040773489,.0441372223418096,.0458939630600538,.149122986278534,.0891978111637252,.0271962704813521,.143682853055987
2011,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,MARKT,1.84985022861954,2.02820918275302,6.53349417128169,4.59233496266911,2.57315622143519,1.43670293516317,7.54454189086471,4.74123414536697,25.0755361568423,14.8146770930026,9.991381662655201,6.86890387900196,1.39533553812774,.552005800075133,3.64774439475192,2.59483004867902,1.69955669253101,2.06050499617978,2.5986043041574,2.39306780981959,15.0181495419403,7.83315867757222,5.69421301199656,2.62644000087971,5.70112125278193,3.41652105488873,21.2540791119654,11.3241390614365,8.75441233404058,5.64388366533618,.8617653116059411,.352502314708198,2.48427009762236,1.57867304843047,1.19130602049277,1.27369338032515
2011,N,1.70006676800795,2.3708420339382,4.67570135170677,6.722160754177,3.03234351204831,1.81783892943187,5.81131121482941,5.0920107563817,22.9175334516504,12.6375774048367,7.83826946722523,6.83205111566416,2.61972840449313,1.36219632944503,4.66636451213173,3.76453881947348,1.9304173991183,4.20904777544067,3.22495947480673,3.08930619895825,10.7178304398522,9.733113013379571,2.9827296396052,.997786695523153,5.29111905507354,4.86229277251767,21.3318756759642,11.3138387058011,7.38444588426951,6.2032540501655,1.65253511139468,.820541784248487,3.44389478401409,2.52453454293835,1.37564776778739,3.05029440370031
2011,NMARKT,1.9298977202424,2.13558016902414,6.71561940939887,4.79516374188823,2.5032185308448,1.47759462376549,7.6361229496649,4.98243749486507,24.924749156352,15.2688725504583,9.64617744734382,7.0206323113236,1.29300429626618,.569806202649778,3.2681475456029,2.49340082277801,1.39169499830809,1.9478800292235,2.65364479350336,2.49096430708377,15.3679184287871,8.146944584884849,5.5195544661628,2.68520508000538,5.73700899585446,3.55495055552223,21.0919131208493,11.6324732085518,8.30667992496082,5.69519287831532,.800123485806896,.356597037897201,2.27192992967088,1.54183797316047,.953048179258511,1.19401304972484
2011,O,1.87161519395616,3.79972556079681,10.3128557501599,12.1214557086518,4.25428984610138,4.2636726985314,6.25716361851822,2.88100824688895,17.6985787174807,12.2743198313339,4.17259619165574,7.96309263950564,1.0018216490593,.563312350313747,3.68574281952722,3.21689933960671,1.46719192145628,2.19465791645607,2.10974498174471,3.72887841696314,17.4742919045698,16.7760403989879,8.165218995683089,7.25150071939162,4.51588617457594,1.57041061553882,16.0622580605603,8.29729097366773,2.80004491407985,6.60401091626,.426746258121233,.191222153241472,1.33979160050992,1.17553053422094,.571346599226758,.939785782656825
2011,P,1.23334565454008,5.57596796195045,8.70340516096463,30.402218943071,6.23811306082841,16.8156669263946,.682125787719811,1.11063875660424,2.95936494128088,10.229619264858,2.99692058647466,6.85073475552237,.04903324614843,.137175811139541,.115078519056128,2.47954836894693,.175992884916974,3.2450493695829,1.64434952677607,4.76796770007527,10.5975206489188,31.2515140580054,10.1886045869303,21.5941943025157,.5504548654250651,.695876235012724,2.06088440919586,6.41357378627912,2.0973547627896,4.76438414797908,.0358244228756792,.113485018064056,.102436948442009,1.25157705402389,.123199279209646,1.74679824748178
2011,Q,.789440465891284,3.31530223110668,3.94524367804861,14.834667705253,4.31137951678672,6.35812315273332,1.84755776079879,3.0756378051054,5.68323282638792,30.0244012628774,3.65994699154344,14.2957796233386,.0566941413852056,.12079141786865,.649087745172969,2.73193092323945,.331187307341881,3.96959544512075,.908856980865872,3.01962993760637,6.18934423565043,17.7186759263397,9.312167377815371,10.1580697914594,1.36586849879167,2.17369633335293,4.52803269380245,24.0708276318182,3.06080665572654,12.3890847268797,.149808598201808,.106583575611414,.408010246236917,1.63806522189124,.246384928605999,2.55608663934401
2011,R,4.61132434396786,4.43062058468677,9.559859471031629,14.6196426805318,7.82370548838234,6.67654535773655,4.19901061726996,3.8317467104301,12.8207600415099,11.9003891188084,6.76032520561374,7.89113087856978,.624275839069129,.209318412939767,.613069965739566,1.01257242086396,.291314584621046,2.12438827822785,3.30599186761808,3.2697095005061,13.104647625598,16.8563647021242,13.9481102579524,8.816439794486239,3.65458949220312,2.50435058196666,10.2446655790237,9.41670212540979,5.24337307758081,6.9165675400394,.378548817876906,.0947691445476906,.363844677389585,.616740620451806,.355717343348498,.908867251876985
2011,S,.229262234568881,1.73150526090252,3.45416374000096,6.57712227505562,1.75707774335353,3.93153530913996,3.0756204047491,12.7957393304385,9.773151748902061,29.4239101175108,8.06926653744074,11.9058937532653,.226118263100638,.643311278850361,1.50441392116983,1.97635344437384,.689655755527334,2.23589888165003,.474375444833668,1.53749270637674,6.24901049773969,9.92576909606424,2.2181626817499,5.53975227987326,3.10193530379803,11.6631881791345,8.63188027245832,25.9032094610045,7.37714224952626,11.6518588559543,.138649578045153,.52710006052921,1.06788352500506,1.48194382153539,.388994879657607,2.12165110671416
2011,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TOT,1.79254025910062,2.55281462681764,6.86453619944591,8.0819994400807,3.12305059093765,3.31933108434013,6.46080680348083,4.15269637211452,21.2437929690329,15.2158466652457,8.50062238904113,7.47931120155909,1.16942614418071,.492773866594584,3.13859564923567,2.64882703637697,1.46688727190028,2.29614143051495,2.37507927550076,2.77568276018791,14.2243970892984,11.2801632024543,6.58133027799218,5.20293193546299,4.90636336124538,2.92266443735272,18.2417764579313,11.4210767738155,7.25469897512407,6.12798637108522,.657681170818413,.286766081762873,1.97298910989411,1.47293550643979,.946987556168455,1.34848965746558
2011,TOT_IND,1.78875401490071,2.55650139658251,6.86170575107318,8.07901357016274,3.12592940168854,3.3217375813701,6.4680460215951,4.13936493023184,21.2647167344502,15.2155248045159,8.500436693714621,7.48485281799265,1.17111502707307,.490509256829338,3.13259883946277,2.6492677332242,1.46025334033146,2.28967208480106,2.35666251429239,2.84455131839407,14.8323094404303,13.0190155227358,6.59023239759325,5.55816724772667,4.5821600997371,2.80740696872006,16.9510635111255,10.9252740579608,6.95855699299426,5.74749852874089,.677543481822964,.290183187824254,2.03949847864624,1.51828091300255,.9733429844568871,1.32825235379589
2011,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,A,1.04646186836314,.524442088450775,3.28578164479996,1.31840881235096,3.60261816234042,.799091247817197,6.29292863717756,1.11262654763722,25.4348752235977,7.87569290576015,15.9382097430872,5.66227130151467,2.82988673124184,.582109998568798,9.18814951083028,4.80396537377369,6.56087501191032,3.14160519077811,1.28056913828709,.609431443340677,7.846044844745,1.7165703266277,6.19571601025374,2.10072526640553,5.88478554721956,.890566382614798,27.6305649929123,7.93287811715494,13.696649978197,5.25655514249258,1.58748122657073,.290811742673759,6.9427216487531,3.09599141540932,4.81412423717679,2.22781253916532
2012,B,1.62409473109058,.456022529328744,5.62284939622694,5.66596013856119,3.56463017077102,1.37664496780979,6.34761698614162,.953821937800281,28.6737869280018,2.94034485869248,29.63893485517,3.15840378908659,1.96246153474884,.0088757396281788,3.37380343687101,.0088757396281788,3.79597162449494,.826900635947839,2.09731962942708,1.42842491112144,17.2639034424173,9.646334853722459,13.8426954632812,5.56405185745465,2.69530523950764,1.10155958860502,17.4437522077425,.781711188268176,20.2725435868832,2.66566628263556,1.08510464696137,.0046435041963339,1.70599549349601,.0049779794330539,1.85874634481613,.537263780030892
2012,C,1.56998881783082,1.24986032134371,5.01997938608488,2.9155990829927,1.56201289629133,.607630608467539,9.715676815094209,4.18188040067414,26.3626637084985,13.77397232059,11.7069409164108,6.60240455896429,1.20233958543625,.673534627961352,4.00917509607808,4.19868203078783,1.40682430513936,3.24083452135421,2.38647256639345,1.5467526009632,12.399575177817,5.34128092698497,3.81105076000723,1.19124101300984,7.98889207191633,2.93683315870609,25.5754888014271,10.4377830801367,11.155552678097,5.20391128821636,.835026343215467,.435988372434541,2.99857834904137,2.6925040074131,1.00954985574773,2.05351894847261
2012,D,2.41968702493755,2.60478149728483,11.6587151200682,7.25830373214536,2.65187150394767,1.54580249501217,7.17518716932175,2.11417060640613,32.9899899931088,5.648831513914,16.6833205553876,3.83027784223221,.365196829436826,.0028340941886111,.624012953528275,.603853554230114,.945901635186318,.877261879663531,3.07509233454512,2.69093938660706,21.8184391376853,10.2417429603504,4.98759953230461,2.76560466233537,4.97587044760001,.654387653927943,26.96848771479,3.7463557993592,13.0992450881142,3.45583653025331,.312749717898348,.0014902245539724,.491013627794336,.146408783651808,.23471660932825,.334019788900776
2012,E,.842257581791884,1.36410125146508,5.49789669969598,3.76969570004834,1.69913695087359,.881855723480559,5.74626644197611,.814721931106115,30.2826764478655,6.67529302487861,16.1628548732254,4.70680994608018,3.21599249816174,.356298151899708,10.7358254153584,2.34134662037597,3.98076565811667,.926205083600134,1.53881061393405,1.54085073438525,11.2899101660455,7.40892245187686,4.28313735888218,.9067453099767609,4.09729615302377,.40392074411535,27.2619526165022,5.6514621606106,15.3342167307432,4.37572578225353,2.35083022500954,.102547872706534,7.24762794497003,1.8729065549037,3.38156592906892,.951570650992015
2012,F,1.48122279517464,.343416822225166,4.52303853493074,1.19834983819463,3.21652612806131,.714429726400687,8.028545779357851,.366845981063473,46.0948768936727,2.59868238856034,16.4467764709952,1.82774116365995,2.56727760620259,.0530150073629756,7.85153898066227,.382552247166568,2.07364548112556,.231518155183389,2.52034424374816,.49271563392324,8.87733585867211,1.89485144299695,6.73388310610981,.76115297240748,6.41804347289399,.457067689395285,41.5935524250268,2.4712141659357,16.0920614212575,1.83690546850435,1.81390142346313,.0591731512376977,5.90001514621545,.27262030232907,1.69058797082301,.114574105060271
2012,G,1.04169278005837,2.01448486785788,5.40753622070691,3.98556486872092,1.59205503413216,1.65444834783649,5.83546611438728,7.67798019223923,21.7827136718728,26.3204595156607,6.48028911418974,10.4095692813215,.605945528206726,.399952232834432,1.72018660812557,1.48534749439879,.42004354131301,1.16626458613741,1.54740986819582,2.49291426032714,13.0451179757496,7.52287747820661,3.56825288522561,2.58139762344793,4.43478318738572,5.96932090391514,18.4532733145112,21.0485389674515,5.6788136523357,8.95541930403555,.458710558869426,.299897259738156,1.3238484657446,1.16212588591816,.439232325094484,1.01806608384765
2012,H,1.12916827279368,1.38828856946912,4.99301654806689,2.99446493596224,1.88287220864261,.77818101133602,5.9734072944317,1.60177268994902,37.4815589643495,11.2581197854235,14.7677101820098,5.47022570234369,.940132968180604,.0249774323333203,4.3345738881319,.931177112146482,3.13425902666894,.9160934077609399,1.55497672539134,1.46332611301843,12.1579560606157,4.96208997227822,5.26243939906622,1.2750529477579,4.24301921427563,1.14361974083246,31.9513712579194,9.74664671383244,13.7186232479858,5.0004469902629,.422113636940766,.0377039170577867,3.13714085865996,.763242519003267,2.54447419491588,.615756490185882
2012,I,1.39457460298819,3.76329416715855,2.98155290432066,3.82211592000118,.793017179771182,.51545535766068,9.96111592474321,12.9333468864429,18.4246555908959,20.4237654820486,5.15241692486628,8.69496425538355,.869558354581096,1.69806636569449,1.39588732946971,4.38526158541568,.219371585521316,2.57157958303681,1.5743679964413,4.14114218195393,6.29131700663964,5.9954378000368,1.37227364076834,1.05362281947069,9.21847359189289,11.2591433170345,18.0515305218953,18.3627789107396,5.31657547712369,8.348354493054689,.803045097541822,1.49525209668753,.980030756754131,3.53124702096166,.170497085953265,2.03491018505026
2012,J,9.17314960283373,5.33612075347621,27.640296143129,8.931396563616021,7.86324179777946,2.02161804051875,6.1838331607872,1.75965597053995,16.6218142322507,6.49787135714248,4.69863956360266,1.67633249937815,.301651157642706,.381816609079081,.271469151078087,.438300253546653,.0545722616992076,.148220881899872,8.311193851839199,3.94596884753627,38.5410309721737,9.73184431315503,8.6455020550816,2.75070840795615,4.23902810285768,1.44251776868485,11.4644256028465,4.20934934143564,3.5133076365948,1.03458455826626,.101132344359029,.092678757426264,.124677923616357,.142169294697634,1.55287334059419,.157006880878788
2012,K,4.34264887703262,9.29037460206548,14.2227485789514,15.4669002878625,2.559538435966,5.32338973149755,3.34896905904635,4.00295729899749,5.01963730589032,20.366099985117,3.52183136393132,10.7306567106554,.0395356417259631,.0822061402598133,.362737417780437,.500941899755055,.0087562108785405,.810070452586759,4.1853081150913,6.49577300840343,26.0534418554319,18.8485169285098,4.44299310912088,7.77914077328478,2.12396451859571,2.19208547495193,3.95454470748938,13.1517872090279,2.51180281154539,7.25557761562938,.128368636633017,.0670102660564285,.189506383237208,.226476989280844,.0227269808605926,.370974616850156
2012,L,1.10455606541124,1.83723890214392,15.3082760996413,9.95193391304935,3.28379901334228,5.40406307809484,4.11513162344877,1.73441185366295,19.1277749799803,9.734127844105521,7.5567045110376,14.0994038959045,.5233737924227549,.949727745980243,.92635209590887,2.31083590411609,1.29990451895805,.732384162791373,2.33179238750143,2.16117839296948,12.9076853067307,13.3605872550559,4.1312824885059,9.802068738126311,3.2950335088337,2.61594760191213,14.69219537895,9.12814339442474,8.53755695013052,10.3229625197502,.785496225346304,.479945384328025,1.84369502317833,1.3808916574704,1.35794981670906,.865587970076854
2012,M,4.03235046523415,7.46907524272932,18.9790749106954,19.705471346483,8.882439440636279,7.55416593987674,2.26786933847662,3.1271446269582,5.64927801774457,12.701283439908,1.22874902675582,6.64493387260175,.171205693258532,.184950212473884,.788603469164174,.339246733938705,.181937197918711,.0922210251461006,3.86443724938221,6.12545601534357,26.6664649617662,20.9089882802605,11.7299511866069,8.580680650837699,1.87905037688866,1.75721423217206,3.69814910006068,7.87241073211365,1.62507063535402,4.73262240211106,.0457168989891684,.0528271966204024,.216288554705141,.108442407755499,.0244460620273898,.111783057005131
2012,M-N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,MARKT,1.93109457544259,2.30331348588114,6.83575031545191,4.85648987828431,2.59865689950812,1.51820996840328,7.11675944628025,4.53421596328398,24.866123560418,14.8617033664167,10.2481845391206,6.9549957494711,1.15125574262368,.47745191585768,3.67703474745088,2.45831609653455,1.69110770686477,1.91933604270644,2.69878254226294,2.64526859082152,15.3258842936775,7.97638520468926,5.48892123246665,2.6013817600344,5.46813936964473,3.2448764616348,21.0414205582988,11.4213995685352,8.92703923058902,5.71344967626179,.716457272326704,.304522098739652,2.50779401415569,1.52128532950463,1.17126224702993,1.22573054932678
2012,N,1.17576051516651,3.11889159747341,5.01385094531032,5.47001691959882,3.15092354995331,2.27272644045937,7.51022176270476,3.60623518480083,21.2654452826893,10.0679620313628,11.0315790377584,6.88658343731454,2.6606556152881,1.55993228571181,4.33221587841176,4.23678902602855,2.73441518330857,3.90579530665888,2.67214678528386,4.01905276481118,11.2717534206448,9.07993704612697,3.18527538818001,1.4121506623681,6.33282088126957,3.52619799563874,19.6857028254834,9.40208874840212,9.5906139598174,6.31151570866297,1.74004248708127,.972463622371095,3.24473765487005,2.81752308415993,1.85344456562138,2.88253239920714
